sample_id,aneuploidy_score,fga
P-0005963-T01-IM5,0.43902439,0.495490293
P-0005965-T01-IM5,0.292682927,0.372544162
P-0005971-T01-IM5,0.585365854,0.564169504
P-0005981-T01-IM5,0.317073171,0.342330117
P-0005998-T01-IM5,0.048780488,0.048942501
P-0006008-T01-IM5,0.146341463,0.136004794
P-0006026-T01-IM5,0.195121951,0.229795962
P-0006034-T01-IM5,0.512195122,0.53461459
P-0006045-T01-IM5,0.682926829,0.788684223
P-0006046-T01-IM5,0.536585366,0.621838024
P-0006047-T02-IM5,0.317073171,0.275170524
P-0006055-T01-IM5,0.585365854,0.574975967
P-0006071-T01-IM5,0.609756098,0.898371995
P-0006077-T01-IM5,0.292682927,0.506828617
P-0006084-T01-IM5,0.804878049,0.787513023
P-0006095-T01-IM5,0.073170732,0.106845279
P-0006097-T01-IM5,0.390243902,0.434474267
P-0006109-T01-IM5,0.268292683,0.279057485
P-0006114-T01-IM5,0.219512195,0.180079363
P-0006121-T01-IM5,0.243902439,0.293283851
P-0006155-T02-IM5,0.512195122,0.646247953
P-0006177-T01-IM5,0.365853659,0.355543648
P-0006192-T01-IM5,0.390243902,0.513233095
P-0006193-T01-IM5,0.365853659,0.459649038
P-0006213-T01-IM5,0.243902439,0.234775603
P-0006220-T01-IM5,0.365853659,0.323716943
P-0006221-T01-IM5,0.12195122,0.132836158
P-0006222-T01-IM5,0.536585366,0.568313691
P-0006227-T01-IM5,0.243902439,0.225133463
P-0006239-T01-IM5,0.487804878,0.443246178
P-0006268-T01-IM5,0.317073171,0.301563778
P-0006270-T01-IM5,0.268292683,0.222532364
P-0006281-T01-IM5,0.317073171,0.515410619
P-0006282-T02-IM5,0.487804878,0.489830097
P-0006294-T01-IM5,0.12195122,0.119395482
P-0006318-T01-IM5,0.048780488,0.054605129
P-0006321-T01-IM5,0.512195122,0.599823942
P-0006330-T01-IM5,0.682926829,0.649720712
P-0006334-T01-IM5,0.073170732,0.055488686
P-0006339-T01-IM5,0.317073171,0.285833616
P-0006343-T01-IM5,0.097560976,0.114808339
P-0006381-T01-IM5,0.43902439,0.482876507
P-0006392-T01-IM5,0.146341463,0.148064658
P-0006414-T01-IM5,0.414634146,0.431155974
P-0006415-T01-IM5,0.487804878,0.412708687
P-0006416-T01-IM5,0.341463415,0.319763412
P-0006428-T01-IM5,0.195121951,0.175258635
P-0006439-T01-IM5,0.390243902,0.434906289
P-0006441-T01-IM5,0.512195122,0.509664306
P-0006467-T01-IM5,0.365853659,0.434998814
P-0006476-T01-IM5,0.536585366,0.487049277
P-0006488-T01-IM5,0.390243902,0.393428382
P-0006498-T01-IM5,0.12195122,0.071845401
P-0006500-T01-IM5,0.365853659,0.324837987
P-0006503-T01-IM5,0.658536585,0.698892281
P-0006510-T01-IM5,0.292682927,0.28609868
P-0006516-T01-IM5,0.073170732,0.050558653
P-0006525-T01-IM5,0.341463415,0.387988185
P-0006528-T01-IM5,0.292682927,0.395910944
P-0006535-T01-IM5,0.195121951,0.160209837
P-0006539-T01-IM5,0.317073171,0.3305192
P-0006541-T01-IM5,0.634146341,0.64912109
P-0006542-T01-IM5,0.317073171,0.336790959
P-0006545-T01-IM5,0.658536585,0.630926701
P-0006546-T01-IM5,0.43902439,0.430088884
P-0006550-T01-IM5,0.414634146,0.410885003
P-0006557-T01-IM5,0.634146341,0.629915801
P-0006570-T01-IM5,0,0.011348786
P-0006572-T01-IM5,0.219512195,0.242251622
P-0006582-T01-IM5,0.097560976,0.128084742
P-0006586-T01-IM5,0.365853659,0.427671439
P-0006587-T01-IM5,0.024390244,0.057190508
P-0006628-T01-IM5,0.292682927,0.356798415
P-0006639-T01-IM5,0.414634146,0.423132751
P-0006641-T01-IM5,0.243902439,0.267849877
P-0006642-T01-IM5,0.414634146,0.452588553
P-0006653-T01-IM5,0.512195122,0.474550391
P-0006667-T01-IM5,0.243902439,0.22743404
P-0006672-T01-IM5,0.195121951,0.141946405
P-0006674-T01-IM5,0.658536585,0.729986943
P-0006708-T01-IM5,0.243902439,0.308955898
P-0006713-T01-IM5,0.585365854,0.719498484
P-0006719-T01-IM5,0.390243902,0.393092329
P-0006724-T01-IM5,0.829268293,0.784341928
P-0006728-T01-IM5,0.682926829,0.8486782
P-0006731-T01-IM5,0.780487805,0.763918917
P-0006735-T01-IM5,0.682926829,0.659512798
P-0006738-T01-IM5,0.146341463,0.235963834
P-0006743-T01-IM5,0.585365854,0.564455831
P-0006746-T01-IM5,0,6.91E-04
P-0006762-T02-IM5,0.536585366,0.769360355
P-0006765-T01-IM5,0,3.88E-06
P-0006768-T01-IM5,0.634146341,0.720198798
P-0006773-T01-IM5,0,0.003264464
P-0006800-T01-IM5,0.585365854,0.565671
P-0006826-T01-IM5,0.268292683,0.235420021
P-0006842-T01-IM5,0.56097561,0.741409217
P-0006845-T01-IM5,0.048780488,0.03538224
P-0006848-T01-IM5,0.536585366,0.506939948
P-0006869-T01-IM5,0.609756098,0.654595409
P-0006895-T01-IM5,0.12195122,0.097375774
P-0006904-T01-IM5,0.12195122,0.059711114
P-0006911-T01-IM5,0.170731707,0.152556177
P-0006933-T01-IM5,0.414634146,0.56711645
P-0006934-T01-IM5,0.317073171,0.464946349
P-0006935-T01-IM5,0.317073171,0.317922073
P-0006946-T01-IM5,0.414634146,0.569614756
P-0006952-T01-IM5,0.170731707,0.096559149
P-0006954-T01-IM5,0.268292683,0.265635322
P-0006959-T01-IM5,0.048780488,0.020939482
P-0006970-T01-IM5,0.048780488,0.056935811
P-0006971-T01-IM5,0.658536585,0.680733235
P-0006973-T01-IM5,0.609756098,0.579910437
P-0006993-T01-IM5,0.219512195,0.25261606
P-0007010-T01-IM5,0.902439024,0.928970265
P-0007014-T01-IM5,0.463414634,0.608079657
P-0007051-T01-IM5,0.87804878,0.910737446
P-0007061-T01-IM5,0.219512195,0.250560085
P-0007068-T01-IM5,0.634146341,0.681975033
P-0007081-T02-IM5,0.56097561,0.51719208
P-0007083-T02-IM6,0.707317073,0.868726982
P-0007088-T02-IM5,0.512195122,0.528039096
P-0007090-T02-IM5,0.341463415,0.328981381
P-0007099-T01-IM5,0.365853659,0.462239624
P-0007101-T02-IM5,0.43902439,0.443213217
P-0007104-T01-IM5,0.56097561,0.602248784
P-0007114-T01-IM5,0.268292683,0.297786313
P-0007118-T01-IM5,0.609756098,0.706670384
P-0007119-T01-IM5,0.365853659,0.310432678
P-0007121-T01-IM5,0.12195122,0.058468275
P-0007123-T01-IM5,0.243902439,0.201138178
P-0007124-T01-IM5,0.463414634,0.577390605
P-0007127-T01-IM5,0.780487805,0.946714724
P-0007142-T01-IM5,0.146341463,0.145259175
P-0007210-T01-IM5,0.073170732,0.111137526
P-0007220-T01-IM5,0.414634146,0.353248305
P-0007232-T01-IM5,0.048780488,0.019879263
P-0007235-T01-IM5,0.756097561,0.851023971
P-0007238-T01-IM5,0.268292683,0.283119895
P-0007274-T01-IM5,0.195121951,0.120298309
P-0007278-T01-IM5,0.097560976,0.116289589
P-0007281-T01-IM5,0.12195122,0.124147883
P-0007293-T01-IM5,0.585365854,0.828376998
P-0007310-T01-IM5,0.024390244,0.010732201
P-0007314-T01-IM5,0.317073171,0.278317068
P-0007349-T01-IM5,0.463414634,0.528505519
P-0007384-T01-IM5,0.317073171,0.335847131
P-0007388-T01-IM5,0.170731707,0.163500974
P-0007399-T01-IM5,0.707317073,0.727698464
P-0007405-T01-IM5,0.512195122,0.478578895
P-0007407-T01-IM5,0.341463415,0.567800854
P-0007410-T01-IM5,0.658536585,0.653264417
P-0007418-T01-IM5,0.634146341,0.718551173
P-0007420-T01-IM5,0.487804878,0.440497607
P-0007421-T01-IM5,0,0.001525047
P-0007484-T01-IM5,0.707317073,0.858552807
P-0007486-T01-IM5,0.414634146,0.389120587
P-0007493-T02-IM5,0.585365854,0.747233492
P-0007495-T01-IM5,0.170731707,0.15791031
P-0007504-T01-IM5,0.292682927,0.249682726
P-0007514-T01-IM5,0.219512195,0.180897116
P-0007517-T01-IM5,0.512195122,0.516641055
P-0007525-T01-IM5,0.243902439,0.22078852
P-0007531-T01-IM5,0.146341463,0.218471841
P-0007540-T01-IM5,0.390243902,0.488074116
P-0007543-T01-IM5,0.195121951,0.239323359
P-0007556-T01-IM5,0.292682927,0.306813706
P-0007561-T01-IM5,0.43902439,0.513361416
P-0007567-T01-IM5,0.951219512,0.965059173
P-0007575-T01-IM5,0.804878049,0.835691223
P-0007580-T01-IM5,0.487804878,0.463888756
P-0007582-T01-IM5,0.463414634,0.540470735
P-0007583-T01-IM5,0.56097561,0.610153975
P-0007597-T01-IM5,0.658536585,0.669753234
P-0007619-T01-IM5,0.268292683,0.341112782
P-0007620-T01-IM5,0.195121951,0.224571707
P-0007622-T01-IM5,0.243902439,0.258456047
P-0007633-T01-IM5,0.146341463,0.15343267
P-0007656-T01-IM5,0.634146341,0.756528643
P-0007674-T01-IM5,0.024390244,0.022433289
P-0007693-T01-IM5,0.243902439,0.242762123
P-0007736-T01-IM5,0.634146341,0.696881544
P-0007748-T01-IM5,0.292682927,0.383728379
P-0007771-T01-IM5,0.536585366,0.60008782
P-0007806-T01-IM5,0.487804878,0.500715018
P-0007810-T02-IM5,0,6.45E-07
P-0007834-T01-IM5,0.463414634,0.546267247
P-0007839-T01-IM5,0.146341463,0.211241649
P-0007845-T01-IM5,0.341463415,0.26685241
P-0007861-T01-IM5,0.146341463,0.168873648
P-0007876-T01-IM5,0.195121951,0.261066854
P-0007879-T01-IM5,0.682926829,0.806055196
P-0007895-T01-IM5,0.317073171,0.432715631
P-0007916-T01-IM5,0.658536585,0.731843569
P-0007917-T01-IM5,0.146341463,0.172690684
P-0007918-T01-IM5,0.048780488,0.110288438
P-0007925-T01-IM5,0.487804878,0.580388722
P-0007927-T01-IM5,0.512195122,0.634890134
P-0007961-T02-IM5,0.292682927,0.299425276
P-0007970-T01-IM5,0.024390244,0.011906484
P-0007971-T01-IM5,0.487804878,0.64563427
P-0007977-T01-IM5,0.219512195,0.199643066
P-0007978-T01-IM5,0.536585366,0.585580301
P-0007995-T01-IM5,0.243902439,0.234187088
P-0007997-T01-IM5,0.097560976,0.121068522
P-0008004-T01-IM5,0.048780488,0.02884818
P-0008005-T01-IM5,0.048780488,0.063085675
P-0008009-T01-IM5,0.829268293,0.790988261
P-0008033-T01-IM5,0.170731707,0.16848332
P-0008036-T01-IM5,0.463414634,0.677250215
P-0008050-T01-IM5,0.341463415,0.315915977
P-0008053-T01-IM5,0.146341463,0.146674455
P-0008061-T01-IM5,0.341463415,0.34086028
P-0008062-T01-IM5,0.292682927,0.281257314
P-0008080-T01-IM5,0.219512195,0.21708777
P-0008137-T01-IM5,0,3.06E-07
P-0008161-T01-IM5,0.365853659,0.353658443
P-0008166-T01-IM5,0.243902439,0.226815116
P-0008168-T01-IM5,0.195121951,0.254773623
P-0008169-T01-IM5,0.609756098,0.689184687
P-0008176-T01-IM5,0.097560976,0.105869573
P-0008187-T01-IM5,0.658536585,0.75117441
P-0008188-T01-IM5,0.048780488,0.046060059
P-0008228-T01-IM5,0.56097561,0.604771565
P-0008239-T01-IM5,0.292682927,0.285961355
P-0008248-T01-IM5,0.268292683,0.344542133
P-0008249-T01-IM5,0.097560976,0.075586255
P-0008257-T01-IM5,0.365853659,0.297878591
P-0008258-T01-IM5,0.243902439,0.180735833
P-0008290-T01-IM5,0,4.13E-05
P-0008295-T01-IM5,0.804878049,1
P-0008305-T01-IM5,0.43902439,0.411885112
P-0008322-T01-IM5,0.292682927,0.263578949
P-0008323-T01-IM5,0.024390244,0.074848794
P-0008328-T01-IM5,0.195121951,0.355467906
P-0008332-T01-IM5,0.56097561,0.56674359
P-0008340-T01-IM5,0.56097561,0.603022633
P-0008353-T01-IM5,0.512195122,0.616404605
P-0008375-T01-IM5,0.414634146,0.459502076
P-0008380-T01-IM5,0.585365854,0.558273891
P-0008382-T01-IM5,0.219512195,0.232654348
P-0008399-T01-IM5,0.268292683,0.391708439
P-0008403-T01-IM5,0.56097561,0.684082422
P-0008425-T01-IM5,0,0.001795769
P-0008434-T01-IM5,0.292682927,0.354282253
P-0008438-T01-IM5,0.292682927,0.268836125
P-0008439-T01-IM5,0.170731707,0.204991142
P-0008442-T01-IM5,0.634146341,0.730655296
P-0008445-T01-IM5,0.292682927,0.243483589
P-0008459-T02-IM5,0.048780488,0.086874314
P-0008490-T01-IM5,0,3.37E-04
P-0008492-T02-IM5,0.292682927,0.301012267
P-0008518-T01-IM5,0.707317073,0.838150267
P-0008522-T01-IM5,0.097560976,0.132908291
P-0008528-T01-IM5,0.926829268,0.966805364
P-0008532-T01-IM5,0.414634146,0.48425143
P-0008537-T01-IM5,0.048780488,0.056337129
P-0008571-T01-IM5,0.341463415,0.364496186
P-0008575-T01-IM5,0.707317073,0.735276657
P-0008595-T01-IM5,0.170731707,0.142389976
P-0008651-T01-IM5,0.390243902,0.361067673
P-0008659-T01-IM5,0.292682927,0.306882296
P-0008662-T01-IM5,0.073170732,0.075518255
P-0008678-T01-IM5,0.707317073,0.685878973
P-0008718-T01-IM5,0.341463415,0.345817705
P-0008728-T01-IM5,0.56097561,0.639026141
P-0008733-T01-IM5,0.12195122,0.079403699
P-0008746-T01-IM5,0.048780488,0.023510526
P-0008765-T01-IM5,0.243902439,0.253879932
P-0008772-T01-IM5,0.170731707,0.141702936
P-0008784-T02-IM5,0.317073171,0.387608518
P-0008785-T01-IM5,0.243902439,0.238594393
P-0008786-T01-IM5,0.682926829,0.763262972
P-0008792-T01-IM5,0.56097561,0.708013536
P-0008798-T01-IM5,0,0.002995421
P-0008800-T02-IM5,0.170731707,0.197632949
P-0008816-T01-IM5,0,4.64E-05
P-0008830-T01-IM5,0.048780488,0.052183596
P-0008841-T01-IM5,0,8.65E-04
P-0008848-T01-IM5,0.268292683,0.340153204
P-0008851-T01-IM5,0.682926829,0.686487636
P-0008857-T01-IM5,0.682926829,0.656723716
P-0008870-T01-IM5,0.097560976,0.09137592
P-0008874-T01-IM5,0.097560976,0.111401394
P-0008904-T01-IM5,0.195121951,0.239897796
P-0008912-T01-IM5,0.780487805,0.876472398
P-0008922-T01-IM5,0.170731707,0.152535649
P-0008935-T01-IM5,0.414634146,0.333830693
P-0008939-T01-IM5,0.268292683,0.235490758
P-0008942-T01-IM5,0.804878049,0.826968216
P-0008944-T01-IM5,0.195121951,0.183584212
P-0008946-T01-IM5,0.195121951,0.24990836
P-0008963-T01-IM5,0.243902439,0.238196372
P-0008964-T01-IM5,0.512195122,0.536240549
P-0008974-T01-IM5,0.390243902,0.455439492
P-0008997-T01-IM5,0.658536585,0.734910313
P-0008999-T01-IM5,0.317073171,0.372900441
P-0009005-T01-IM5,0.512195122,0.660467113
P-0009017-T01-IM5,0.56097561,0.558251545
P-0009019-T01-IM5,0.707317073,0.786298007
P-0009020-T01-IM5,0.365853659,0.479576474
P-0009057-T01-IM5,0,0.001260438
P-0009066-T01-IM5,0.219512195,0.178735843
P-0009068-T01-IM5,0.292682927,0.303239305
P-0009072-T01-IM5,0.268292683,0.294871403
P-0009074-T01-IM5,0.170731707,0.222504378
P-0009080-T01-IM5,0.609756098,0.660866908
P-0009084-T01-IM5,0.536585366,0.613342438
P-0009088-T01-IM5,0.170731707,0.141298557
P-0009100-T01-IM5,0.292682927,0.254632075
P-0009101-T01-IM5,0.146341463,0.148302508
P-0009105-T01-IM5,0.43902439,0.515084993
P-0009106-T01-IM5,0.195121951,0.346980326
P-0009108-T01-IM5,0.756097561,0.753910996
P-0009119-T01-IM5,0.243902439,0.211710598
P-0009148-T01-IM5,0.609756098,0.612005178
P-0009152-T01-IM5,0.12195122,0.182869997
P-0009161-T01-IM5,0.341463415,0.284825422
P-0009177-T01-IM5,0.390243902,0.42583482
P-0009180-T01-IM5,0.048780488,0.065780434
P-0009188-T01-IM5,0.146341463,0.207689732
P-0009189-T01-IM5,0.341463415,0.386847956
P-0009202-T01-IM5,0.365853659,0.495354259
P-0009245-T01-IM5,0.609756098,0.700122853
P-0009256-T01-IM5,0.390243902,0.442498412
P-0009263-T01-IM5,0.243902439,0.270059591
P-0009274-T01-IM5,0.731707317,0.742935013
P-0009292-T01-IM5,0.731707317,0.681406488
P-0009293-T01-IM5,0.512195122,0.529102261
P-0009297-T01-IM5,0.12195122,0.22085725
P-0009308-T01-IM5,0.146341463,0.124160855
P-0009311-T01-IM5,0.682926829,0.734934148
P-0009319-T01-IM5,0.56097561,0.606781962
P-0009324-T02-IM5,0.780487805,0.697089952
P-0009336-T01-IM5,0.073170732,0.062966042
P-0009337-T01-IM5,0.219512195,0.203865036
P-0009345-T01-IM5,0.048780488,0.034041779
P-0009347-T01-IM5,0.414634146,0.362688091
P-0009348-T01-IM5,0.12195122,0.130183233
P-0009349-T01-IM5,0.146341463,0.17822928
P-0009363-T01-IM5,0.634146341,0.652389452
P-0009364-T01-IM5,0.512195122,0.629086162
P-0009365-T01-IM5,0.463414634,0.523204003
P-0009368-T01-IM5,0.414634146,0.600954878
P-0009370-T01-IM5,0.195121951,0.225356222
P-0009379-T01-IM5,0.048780488,0.025652236
P-0009411-T01-IM5,0.048780488,0.068716757
P-0009414-T01-IM5,0.12195122,0.071098805
P-0009419-T01-IM5,0.073170732,0.080954022
P-0009426-T01-IM5,0.512195122,0.625100682
P-0009431-T01-IM5,0.634146341,0.690081775
P-0009434-T01-IM5,0.292682927,0.342475701
P-0009435-T01-IM5,0.56097561,0.701721479
P-0009451-T01-IM5,0.195121951,0.183258036
P-0009453-T01-IM5,0.512195122,0.62428039
P-0009469-T01-IM5,0.585365854,0.663415006
P-0009473-T01-IM5,0.268292683,0.255134353
P-0009476-T01-IM5,0.463414634,0.351422138
P-0009483-T01-IM5,0.073170732,0.068670824
P-0009497-T01-IM5,0,1.29E-05
P-0009498-T01-IM5,0.658536585,0.776078334
P-0009499-T01-IM5,0.12195122,0.174859959
P-0009501-T01-IM5,0.390243902,0.394829015
P-0009505-T01-IM5,0.487804878,0.692752294
P-0009517-T01-IM5,0.43902439,0.448363754
P-0009521-T01-IM5,0.414634146,0.342509517
P-0009526-T01-IM5,0.609756098,0.735928292
P-0009527-T01-IM5,0.756097561,0.663097124
P-0009532-T01-IM5,0.195121951,0.156918264
P-0009539-T01-IM5,0,8.29E-04
P-0009563-T01-IM5,0.243902439,0.273304485
P-0009586-T01-IM5,0.585365854,0.576635646
P-0009588-T01-IM5,0.707317073,0.661960417
P-0009638-T01-IM5,0.048780488,0.06961396
P-0009648-T01-IM5,0.829268293,0.821345613
P-0009655-T01-IM5,0.195121951,0.299060525
P-0009660-T01-IM5,0.682926829,0.699171124
P-0009706-T01-IM5,0.073170732,0.035087875
P-0009711-T01-IM5,0.073170732,0.064606094
P-0009714-T01-IM5,0.243902439,0.326866991
P-0009717-T01-IM5,0.170731707,0.211748072
P-0009727-T01-IM5,0.365853659,0.605225926
P-0009736-T01-IM5,0.585365854,0.774136247
P-0009743-T01-IM5,0.56097561,0.566509983
P-0009747-T01-IM5,0,0.012211699
P-0009756-T01-IM5,0.463414634,0.4726462
P-0009762-T01-IM5,0.390243902,0.452996685
P-0009764-T01-IM5,0.609756098,0.654206223
P-0009788-T01-IM5,0.56097561,0.627086277
P-0009790-T01-IM5,0.219512195,0.237583873
P-0009830-T01-IM5,0.097560976,0.101124948
P-0009831-T01-IM5,0.073170732,0.096511612
P-0009833-T01-IM5,0.536585366,0.623192455
P-0009846-T01-IM5,0.487804878,0.52753588
P-0009898-T01-IM5,0.536585366,0.551620377
P-0009906-T01-IM5,0.43902439,0.354118651
P-0009910-T01-IM5,0.87804878,0.959078124
P-0009915-T01-IM5,0.317073171,0.288493692
P-0009918-T01-IM5,0.219512195,0.150661032
P-0009924-T01-IM5,0,7.95E-06
P-0009944-T01-IM5,0.853658537,0.86911834
P-0009950-T01-IM5,0.097560976,0.105152912
P-0009959-T01-IM5,0.219512195,0.299487012
P-0009969-T01-IM5,0.195121951,0.151862339
P-0010004-T01-IM5,0.658536585,0.642225606
P-0010008-T01-IM5,0.829268293,0.858781283
P-0010013-T01-IM5,0.780487805,0.849967764
P-0010024-T01-IM5,0.219512195,0.269015172
P-0010025-T01-IM5,0.487804878,0.517725103
P-0010046-T01-IM5,0.707317073,0.712089132
P-0010065-T01-IM5,0.073170732,0.090963833
P-0010079-T01-IM5,0.048780488,0.04694672
P-0010082-T01-IM5,0.609756098,0.731307522
P-0010088-T01-IM5,0.243902439,0.22796144
P-0010094-T01-IM5,0.414634146,0.466935278
P-0010099-T01-IM5,0,0.002065264
P-0010104-T01-IM5,0.43902439,0.496043196
P-0010111-T01-IM5,0.536585366,0.574207263
P-0010115-T01-IM5,0.341463415,0.321982985
P-0010140-T01-IM5,0,6.11E-04
P-0010161-T01-IM5,0.585365854,0.610191018
P-0010174-T01-IM5,0.43902439,0.567523345
P-0010184-T01-IM5,0.048780488,0.085018532
P-0010199-T01-IM5,0.170731707,0.188873435
P-0010212-T01-IM5,0.43902439,0.401122677
P-0010213-T01-IM5,0.658536585,0.827441767
P-0010215-T01-IM5,0.43902439,0.388156247
P-0010222-T01-IM5,0.268292683,0.217878807
P-0010232-T01-IM5,0.902439024,0.93444686
P-0010236-T01-IM5,0.390243902,0.4170168
P-0010238-T01-IM5,0.707317073,0.798433811
P-0010241-T01-IM5,0.317073171,0.418870932
P-0010249-T01-IM5,0.853658537,0.836011287
P-0010252-T01-IM5,0.609756098,0.86218447
P-0010254-T03-IM5,0.487804878,0.531100412
P-0010256-T01-IM5,0.048780488,0.084457884
P-0010257-T01-IM5,0.512195122,0.496855114
P-0010311-T01-IM5,0.43902439,0.399769126
P-0010312-T01-IM5,0.195121951,0.116215181
P-0010317-T01-IM5,0.658536585,0.710745311
P-0010327-T01-IM5,0.195121951,0.159031455
P-0010340-T01-IM5,0.780487805,0.75157523
P-0010344-T01-IM5,0.365853659,0.335484588
P-0010355-T01-IM5,0.390243902,0.570324184
P-0010362-T01-IM5,0.195121951,0.214828629
P-0010380-T01-IM5,0.585365854,0.57939578
P-0010381-T01-IM5,0.707317073,0.654942999
P-0010385-T01-IM5,0.195121951,0.282657633
P-0010389-T01-IM5,0.195121951,0.106722728
P-0010450-T01-IM5,0.512195122,0.518394284
P-0010495-T01-IM5,0.780487805,0.951885083
P-0010499-T01-IM5,0.073170732,0.035681733
P-0010501-T01-IM5,0.12195122,0.18165473
P-0010516-T01-IM5,0.268292683,0.38720451
P-0010556-T01-IM5,0.487804878,0.619238539
P-0010581-T01-IM5,0.048780488,0.046274646
P-0010587-T01-IM5,0,0.005621503
P-0010588-T01-IM5,0.243902439,0.259349621
P-0010603-T01-IM5,0.536585366,0.617800334
P-0010613-T01-IM5,0.487804878,0.52714583
P-0010614-T01-IM5,0.195121951,0.259443696
P-0010636-T01-IM5,0.634146341,0.71783862
P-0010644-T01-IM5,0.731707317,0.774484211
P-0010645-T01-IM5,0.219512195,0.247682579
P-0010648-T01-IM5,0.536585366,0.691445419
P-0010669-T01-IM5,0.268292683,0.599203643
P-0010670-T01-IM5,0.390243902,0.424121267
P-0010707-T01-IM5,0.609756098,0.699373863
P-0010715-T01-IM5,0.536585366,0.722810775
P-0010736-T01-IM5,0.341463415,0.371211765
P-0010737-T01-IM5,0.731707317,0.72101649
P-0010742-T01-IM5,0.56097561,0.571135085
P-0010744-T01-IM5,0.487804878,0.641049537
P-0010755-T01-IM5,0.658536585,0.817040731
P-0010760-T01-IM5,0.073170732,0.074831829
P-0010791-T01-IM5,0.097560976,0.124587599
P-0010800-T01-IM5,0.268292683,0.242668385
P-0010816-T01-IM5,0.414634146,0.425469555
P-0010818-T01-IM5,0.317073171,0.3165296
P-0010825-T01-IM5,0.12195122,0.069052734
P-0010826-T01-IM5,0.12195122,0.07951867
P-0010840-T02-IM5,0.097560976,0.121243832
P-0010842-T01-IM5,0.12195122,0.062203007
P-0010847-T01-IM5,0.585365854,0.773773454
P-0010855-T01-IM5,0.414634146,0.494821936
P-0010891-T01-IM5,0.219512195,0.17153804
P-0010915-T01-IM5,0.268292683,0.48328095
P-0010921-T01-IM5,0.024390244,0.050926254
P-0010937-T01-IM5,0.414634146,0.369048376
P-0010945-T01-IM5,0,0.002896079
P-0010963-T01-IM5,0.073170732,0.118008128
P-0010966-T01-IM5,0.097560976,0.126247069
P-0010975-T01-IM5,0.195121951,0.228153718
P-0010986-T01-IM5,0.243902439,0.259724439
P-0010994-T01-IM5,0.707317073,0.758475213
P-0011012-T01-IM5,0.073170732,0.082297415
P-0011030-T01-IM5,0.853658537,0.856200587
P-0011033-T01-IM5,0.585365854,0.58977562
P-0011036-T01-IM5,0.707317073,0.805279571
P-0011047-T01-IM5,0.341463415,0.359311954
P-0011068-T01-IM5,0.292682927,0.366535576
P-0011071-T01-IM5,0.12195122,0.063738347
P-0011095-T01-IM5,0.951219512,0.956406778
P-0011097-T01-IM5,0.414634146,0.425901994
P-0011119-T01-IM5,0.243902439,0.200366797
P-0011144-T01-IM5,0.195121951,0.243890166
P-0011149-T01-IM5,0.414634146,0.494908295
P-0011162-T01-IM5,0.390243902,0.384702069
P-0011180-T01-IM5,0.292682927,0.285534861
P-0011187-T01-IM5,0.195121951,0.176991955
P-0011192-T01-IM5,0.170731707,0.191006384
P-0011195-T01-IM5,0.341463415,0.324045412
P-0011219-T01-IM5,0.414634146,0.363909553
P-0011244-T01-IM5,0.024390244,0.012897383
P-0011245-T01-IM5,0.195121951,0.270330248
P-0011246-T01-IM5,0.12195122,0.127062966
P-0011288-T01-IM5,0.43902439,0.461042399
P-0011297-T01-IM5,0.487804878,0.462149204
P-0011357-T01-IM5,0.12195122,0.078829109
P-0011378-T01-IM5,0.390243902,0.427034995
P-0011401-T01-IM5,0.536585366,0.687059187
P-0011418-T01-IM5,0.390243902,0.39468525
P-0011439-T01-IM5,0.804878049,0.803398165
P-0011440-T01-IM5,0.731707317,0.830139157
P-0011453-T01-IM5,0,0.004144376
P-0011476-T01-IM5,0.756097561,0.792983782
P-0011499-T01-IM5,0.219512195,0.343440519
P-0011508-T01-IM5,0.609756098,0.560179759
P-0011522-T01-IM5,0.146341463,0.113761599
P-0011523-T01-IM5,0.634146341,0.759214968
P-0011524-T01-IM5,0.487804878,0.540599677
P-0011535-T01-IM5,0.317073171,0.279039898
P-0011538-T01-IM5,0.756097561,0.803144546
P-0011541-T01-IM5,0.463414634,0.597469913
P-0011546-T01-IM5,0.780487805,0.946265314
P-0011552-T01-IM5,0.097560976,0.112278144
P-0011559-T01-IM5,0.048780488,0.031312405
P-0012037-T01-IM5,0.536585366,0.566137384
P-0012040-T01-IM5,0.170731707,0.212038989
P-0012049-T01-IM5,0.536585366,0.594624926
P-0012080-T01-IM5,0.56097561,0.590676952
P-0012102-T01-IM5,0.365853659,0.45275113
P-0012107-T01-IM5,0.292682927,0.329474923
P-0012115-T01-IM5,0.146341463,0.123888893
P-0012133-T01-IM5,0.268292683,0.288847133
P-0012137-T01-IM5,0.12195122,0.157023991
P-0012183-T01-IM5,0.12195122,0.09639174
P-0012188-T01-IM5,0.56097561,0.573838393
P-0012189-T01-IM5,0.390243902,0.501572949
P-0012221-T01-IM5,0.268292683,0.26371635
P-0012249-T01-IM5,0.097560976,0.109175562
P-0012256-T01-IM5,0.195121951,0.158939049
P-0012267-T01-IM5,0.097560976,0.176636261
P-0012279-T01-IM5,0.487804878,0.47220062
P-0012281-T01-IM5,0.707317073,0.704484585
P-0012282-T01-IM5,0.512195122,0.566359844
P-0012315-T01-IM5,0.390243902,0.387916174
P-0012323-T01-IM5,0.195121951,0.231701488
P-0012341-T01-IM5,0.243902439,0.224641888
P-0012361-T01-IM5,0.609756098,0.838115391
P-0012370-T01-IM5,0.219512195,0.225002628
P-0012408-T01-IM5,0.195121951,0.17501055
