sample_id,aneuploidy_score,fga
P-0012420-T01-IM5,0.195121951,0.246065123
P-0012427-T01-IM5,0,0.01000779
P-0012446-T01-IM5,0.292682927,0.281160798
P-0012516-T01-IM5,0.097560976,0.114569945
P-0012519-T01-IM5,0.268292683,0.258539569
P-0012529-T01-IM5,0.780487805,0.772399003
P-0012550-T01-IM5,0.487804878,0.543869193
P-0012551-T01-IM5,0.853658537,0.918855135
P-0012629-T01-IM5,0,0
P-0012678-T01-IM5,0.902439024,0.983110882
P-0012682-T01-IM5,0.170731707,0.168130984
P-0012687-T01-IM5,0.43902439,0.353718852
P-0012706-T01-IM5,0.170731707,0.313367283
P-0012708-T01-IM5,0.317073171,0.296725767
P-0012720-T01-IM5,0.707317073,0.696420232
P-0012728-T01-IM5,0.902439024,0.885697752
P-0012729-T01-IM5,0.268292683,0.22117054
P-0012780-T01-IM5,0.536585366,0.576170717
P-0012783-T01-IM5,0.414634146,0.478378151
P-0012803-T01-IM5,0.731707317,0.86325515
P-0012817-T01-IM5,0.292682927,0.282204402
P-0012822-T01-IM5,0.463414634,0.58801045
P-0012825-T02-IM6,0.634146341,0.73658312
P-0012840-T01-IM5,0.341463415,0.300648933
P-0012846-T01-IM5,0.073170732,0.124300513
P-0012849-T01-IM5,0.634146341,0.686505689
P-0012856-T01-IM5,0.390243902,0.513100561
P-0012860-T01-IM5,0.390243902,0.358690119
P-0012866-T01-IM5,0.658536585,0.78783285
P-0012869-T01-IM5,0.804878049,0.867567294
P-0012870-T03-IM6,0.048780488,0.033593439
P-0012883-T01-IM5,0.268292683,0.25390012
P-0012905-T01-IM5,0.756097561,0.78307574
P-0012908-T01-IM5,0.585365854,0.601553477
P-0012925-T01-IM5,0.585365854,0.694585759
P-0012931-T01-IM5,0.536585366,0.559206379
P-0012966-T01-IM5,0.512195122,0.656214745
P-0012968-T01-IM5,0.170731707,0.24598446
P-0012993-T01-IM5,0.243902439,0.31131051
P-0012999-T01-IM5,0.146341463,0.151104877
P-0013025-T01-IM5,0.463414634,0.517977881
P-0013029-T01-IM5,0.292682927,0.323199798
P-0013035-T01-IM5,0.634146341,0.734480877
P-0013063-T01-IM5,0.292682927,0.372318963
P-0013078-T01-IM5,0.073170732,0.142307193
P-0013087-T01-IM5,0.12195122,0.24518367
P-0013089-T01-IM5,0.146341463,0.203014826
P-0013094-T01-IM5,0.536585366,0.690895596
P-0013096-T01-IM5,0.097560976,0.083548228
P-0013106-T01-IM5,0.43902439,0.555737759
P-0013111-T01-IM5,0.536585366,0.602350784
P-0013147-T01-IM5,0.048780488,0.047175426
P-0013189-T01-IM5,0.170731707,0.240188777
P-0013200-T01-IM5,0.390243902,0.551480453
P-0013204-T01-IM5,0.243902439,0.194856816
P-0013210-T01-IM5,0.731707317,0.917243334
P-0013232-T01-IM5,0.146341463,0.099319114
P-0013233-T01-IM5,0.146341463,0.155992556
P-0013240-T01-IM5,0,0.01138998
P-0013243-T01-IM5,0.243902439,0.275850139
P-0013259-T01-IM5,0.731707317,0.689783376
P-0013274-T01-IM5,0.414634146,0.42469244
P-0013278-T01-IM5,0.609756098,0.749602295
P-0013283-T01-IM5,0.390243902,0.709194555
P-0013294-T01-IM5,0.731707317,0.792624948
P-0013304-T01-IM5,0.707317073,0.767707785
P-0013309-T01-IM5,0.268292683,0.319143008
P-0013313-T01-IM5,0.634146341,0.691137204
P-0013314-T01-IM5,0,0.013168046
P-0013318-T01-IM5,0.195121951,0.16863448
P-0013335-T01-IM5,0.170731707,0.199918203
P-0013343-T01-IM5,0.292682927,0.307122048
P-0013347-T01-IM5,0.097560976,0.123251484
P-0013354-T01-IM5,0.463414634,0.404627095
P-0013360-T01-IM5,0.097560976,0.069679557
P-0013368-T01-IM5,0.219512195,0.281831065
P-0013380-T01-IM5,0.707317073,0.764861329
P-0013383-T01-IM5,0.341463415,0.397086023
P-0013389-T01-IM5,0.56097561,0.580524617
P-0013412-T01-IM5,0.317073171,0.399466237
P-0013413-T01-IM5,0.414634146,0.439738373
P-0013448-T01-IM5,0.195121951,0.183355798
P-0013451-T01-IM5,0.243902439,0.27421803
P-0013462-T01-IM5,0.12195122,0.155077986
P-0013463-T01-IM5,0.073170732,0.039782964
P-0013506-T01-IM5,0.268292683,0.325406746
P-0013525-T01-IM5,0.146341463,0.125427181
P-0013544-T02-IM6,0.512195122,0.496684128
P-0013596-T01-IM5,0.780487805,0.816399958
P-0013603-T01-IM5,0.048780488,0.019877859
P-0013652-T01-IM5,0.12195122,0.125970254
P-0013656-T01-IM5,0.146341463,0.259731783
P-0013659-T01-IM5,0.219512195,0.192731192
P-0013728-T01-IM5,0.512195122,0.566651699
P-0013765-T01-IM5,0.268292683,0.229233745
P-0013814-T01-IM5,0.585365854,0.643328424
P-0013826-T01-IM5,0.512195122,0.441874609
P-0013845-T01-IM5,0.658536585,0.730852101
P-0013854-T01-IM5,0.512195122,0.542259327
P-0013861-T01-IM5,0.146341463,0.150185436
P-0013873-T01-IM5,0.195121951,0.20847707
P-0013892-T01-IM5,0.268292683,0.284460612
P-0013920-T01-IM5,0.195121951,0.276814131
P-0013923-T01-IM5,0.024390244,0.03911166
P-0013938-T01-IM5,0.097560976,0.16906529
P-0013951-T01-IM5,0.658536585,0.950109767
P-0013956-T01-IM5,0.56097561,0.593001698
P-0013967-T01-IM5,0.195121951,0.15547938
P-0014006-T01-IM5,0.341463415,0.360021156
P-0014010-T01-IM5,0.487804878,0.544470368
P-0014015-T01-IM5,0.536585366,0.685720066
P-0014022-T01-IM5,0.243902439,0.278216903
P-0014060-T01-IM5,0.365853659,0.353579381
P-0014064-T01-IM5,0,9.49E-05
P-0014071-T01-IM5,0.390243902,0.498447759
P-0014099-T01-IM5,0.317073171,0.324045436
P-0014118-T01-IM5,0,0.001764924
P-0014124-T01-IM5,0.414634146,0.515988343
P-0014137-T01-IM5,0.097560976,0.122902588
P-0014147-T01-IM5,0.12195122,0.111086313
P-0014148-T01-IM5,0.048780488,0.088035902
P-0014159-T01-IM5,0.341463415,0.431277269
P-0014172-T01-IM5,0.536585366,0.604998843
P-0014182-T01-IM6,0.43902439,0.413328756
P-0014206-T01-IM6,0.146341463,0.188599502
P-0014207-T01-IM6,0,0.021321267
P-0014220-T01-IM6,0.097560976,0.111533741
P-0014229-T01-IM6,0.219512195,0.187103049
P-0014236-T01-IM6,0.390243902,0.36891436
P-0014242-T01-IM6,0.268292683,0.393445596
P-0014269-T01-IM6,0,0.032205087
P-0014323-T01-IM6,0.219512195,0.198738681
P-0014328-T01-IM6,0.609756098,0.649571907
P-0014379-T01-IM6,0,0.021865493
P-0014402-T01-IM6,0.634146341,0.841655119
P-0014418-T01-IM6,0.43902439,0.502880285
P-0014421-T01-IM6,0.536585366,0.578613437
P-0014422-T01-IM6,0.487804878,0.486808541
P-0014449-T01-IM6,0.463414634,0.55805056
P-0014451-T01-IM6,0.780487805,0.78443193
P-0014465-T01-IM6,0.219512195,0.240419165
P-0014470-T01-IM6,0.292682927,0.275693456
P-0014507-T01-IM6,0.414634146,0.519469261
P-0014513-T01-IM6,0.780487805,0.793852526
P-0014529-T01-IM6,0.292682927,0.438109853
P-0014556-T01-IM6,0.804878049,0.813196538
P-0014562-T01-IM6,0.609756098,0.583639724
P-0014565-T01-IM6,0.341463415,0.249620593
P-0014594-T01-IM6,0.048780488,0.079462801
P-0014599-T01-IM6,0.707317073,0.818891704
P-0014600-T01-IM6,0.707317073,0.701280376
P-0014619-T01-IM6,0.12195122,0.126256569
P-0014648-T01-IM6,0.682926829,0.659570958
P-0014666-T01-IM6,0,0.001733374
P-0014677-T01-IM6,0.097560976,0.110761229
P-0014682-T01-IM6,0.024390244,0.013233123
P-0014736-T01-IM6,0.048780488,0.056665912
P-0014772-T01-IM6,0.292682927,0.318202332
P-0014786-T01-IM6,0.682926829,0.712266705
P-0014815-T01-IM6,0.43902439,0.474930116
P-0014818-T01-IM6,0.487804878,0.532027097
P-0014898-T01-IM6,0.390243902,0.431728311
P-0014909-T01-IM6,0.048780488,0.093939207
P-0014910-T01-IM6,0.463414634,0.601913004
P-0014965-T01-IM6,0.073170732,0.117140015
P-0014966-T01-IM6,0.463414634,0.593578185
P-0015007-T01-IM6,0.170731707,0.237677337
P-0015010-T01-IM6,0.292682927,0.287709467
P-0015047-T01-IM6,0.512195122,0.593156091
P-0015067-T01-IM6,0.317073171,0.358959543
P-0015078-T01-IM6,0.804878049,0.965495955
P-0015085-T01-IM6,0.341463415,0.358583716
P-0015122-T01-IM6,0.317073171,0.320910669
P-0015137-T01-IM6,0.487804878,0.634301085
P-0015177-T01-IM6,0.073170732,0.069836542
P-0015182-T01-IM6,0.926829268,0.954719073
P-0015186-T01-IM6,0.12195122,0.163499496
P-0015214-T01-IM6,0.585365854,0.524978272
P-0015222-T01-IM6,0.170731707,0.233754817
P-0015237-T01-IM6,0.585365854,0.632046541
P-0015251-T01-IM6,0.682926829,0.718882882
P-0015257-T01-IM6,0.024390244,0.041399506
P-0015259-T01-IM6,0.341463415,0.420542427
P-0015289-T01-IM6,0.073170732,0.08650183
P-0015296-T01-IM6,0.463414634,0.519051504
P-0015331-T01-IM6,0.658536585,0.759489723
P-0015342-T01-IM6,0.097560976,0.137505344
P-0015344-T01-IM6,0.097560976,0.068823643
P-0015346-T01-IM6,0.487804878,0.452364207
P-0015348-T01-IM6,0.682926829,0.757416741
P-0015369-T01-IM6,0.219512195,0.206605176
P-0015373-T01-IM6,0.463414634,0.427509948
P-0015407-T01-IM6,0.463414634,0.456057244
P-0015415-T01-IM6,0.853658537,0.898304428
P-0015433-T01-IM6,0.43902439,0.518601025
P-0015438-T01-IM6,0.829268293,0.936629224
P-0015445-T01-IM6,0.634146341,0.694412182
P-0015456-T01-IM6,0.341463415,0.304010869
P-0015471-T01-IM6,0.487804878,0.638278142
P-0015501-T01-IM6,0.268292683,0.262694914
P-0015511-T01-IM6,0.902439024,0.928768311
P-0015512-T01-IM6,0.146341463,0.188259938
P-0015521-T01-IM6,0.268292683,0.302337036
P-0015530-T01-IM6,0.609756098,0.596413501
P-0015531-T01-IM6,0.341463415,0.492534044
P-0015556-T01-IM6,0.268292683,0.280426265
P-0015573-T01-IM6,0.268292683,0.305965513
P-0015591-T01-IM6,0.634146341,0.628453529
P-0015593-T01-IM6,0.243902439,0.214229851
P-0015600-T01-IM6,0.853658537,0.831590898
P-0015603-T01-IM6,0.219512195,0.292305956
P-0015612-T01-IM6,0.536585366,0.442959382
P-0015615-T01-IM6,0.195121951,0.325893856
P-0015644-T01-IM6,0.731707317,0.874630283
P-0015648-T01-IM6,0.146341463,0.1174339
P-0015649-T01-IM6,0.195121951,0.210146388
P-0015660-T01-IM6,0.292682927,0.273161546
P-0015661-T01-IM6,0.658536585,0.761903452
P-0015663-T01-IM6,0.463414634,0.522248516
P-0015679-T01-IM6,0.268292683,0.310332925
P-0015697-T01-IM6,0,3.79E-05
P-0015713-T01-IM6,0.390243902,0.595754868
P-0015716-T01-IM6,0.365853659,0.490643332
P-0015717-T01-IM6,0.097560976,0.151948935
P-0015745-T01-IM6,0.097560976,0.120433829
P-0015758-T01-IM6,0,0.002352412
P-0015780-T01-IM6,0.707317073,0.736841045
P-0015785-T01-IM6,0.414634146,0.423608941
P-0015791-T01-IM6,0.634146341,0.678146719
P-0015830-T01-IM6,0.097560976,0.067581123
P-0015851-T01-IM6,0.024390244,0.029240056
P-0015855-T01-IM6,0.097560976,0.097018115
P-0015904-T01-IM6,0.487804878,0.568789798
P-0015905-T01-IM6,0.804878049,0.944484992
P-0015920-T01-IM6,0.536585366,0.69609843
P-0015923-T01-IM6,0.463414634,0.638345967
P-0015928-T01-IM6,0.317073171,0.284080213
P-0015937-T01-IM6,0.585365854,0.613713038
P-0015955-T01-IM6,0.048780488,0.063172597
P-0015965-T01-IM6,0.292682927,0.324865965
P-0015966-T01-IM6,0.097560976,0.15901422
P-0015967-T01-IM6,0.073170732,0.102088601
P-0015977-T01-IM6,0.487804878,0.507394343
P-0015983-T01-IM6,0.243902439,0.247064689
P-0015984-T01-IM6,0.682926829,0.788134888
P-0015987-T01-IM6,0.707317073,0.729291707
P-0015989-T01-IM6,0.56097561,0.516641906
P-0016025-T01-IM6,0,0.002353031
P-0016028-T01-IM6,0.682926829,0.71873475
P-0016033-T01-IM6,0.463414634,0.465465177
P-0016046-T01-IM6,0.414634146,0.503548364
P-0016048-T01-IM6,0.365853659,0.338402933
P-0016062-T01-IM6,0.365853659,0.355966203
P-0016063-T01-IM6,0.902439024,0.991046279
P-0016149-T01-IM6,0.390243902,0.485880988
P-0016174-T01-IM6,0.195121951,0.226697024
P-0016175-T01-IM6,0.390243902,0.419880223
P-0016177-T01-IM6,0.097560976,0.095763
P-0016181-T01-IM6,0.048780488,0.058370964
P-0016185-T01-IM6,0.536585366,0.651928008
P-0016188-T01-IM6,0.634146341,0.764958247
P-0016191-T01-IM6,0.048780488,0.05677012
P-0016197-T01-IM6,0.365853659,0.384685748
P-0016210-T01-IM6,0.634146341,0.776161883
P-0016226-T01-IM6,0.463414634,0.454963314
P-0016233-T01-IM6,0.634146341,0.760351323
P-0016237-T01-IM6,0.43902439,0.462089265
P-0016238-T01-IM6,0.292682927,0.252269829
P-0016240-T01-IM6,0.414634146,0.58843931
P-0016241-T01-IM6,0.609756098,0.770097357
P-0016243-T01-IM6,0.146341463,0.236837392
P-0016256-T01-IM6,0.146341463,0.15998658
P-0016258-T01-IM6,0.512195122,0.529845254
P-0016276-T01-IM6,0.341463415,0.317611391
P-0016284-T01-IM6,0.073170732,0.040028713
P-0016287-T01-IM6,0.243902439,0.326133674
P-0016289-T01-IM6,0.219512195,0.180404538
P-0016290-T01-IM6,0.43902439,0.496963486
P-0016308-T01-IM6,0.073170732,0.09367861
P-0016311-T01-IM6,0.292682927,0.224540915
P-0016314-T01-IM6,0,0.003382597
P-0016316-T01-IM6,0.219512195,0.310547104
P-0016340-T01-IM6,0.536585366,0.575662489
P-0016402-T01-IM6,0,0.00182005
P-0016481-T01-IM6,0.12195122,0.155564367
P-0016506-T01-IM6,0,0
P-0016522-T01-IM6,0.024390244,0.032564444
P-0016531-T01-IM6,0.756097561,0.927517704
P-0016542-T01-IM6,0.390243902,0.426388927
P-0016546-T01-IM6,0.12195122,0.117397637
P-0016558-T01-IM6,0.756097561,0.709461748
P-0016562-T01-IM6,0.243902439,0.27746067
P-0016614-T01-IM6,0.12195122,0.126743921
P-0016618-T01-IM6,0,0.002219129
P-0016624-T01-IM6,0.56097561,0.681635449
P-0016634-T01-IM6,0.43902439,0.709525962
P-0016646-T01-IM6,0.170731707,0.19381678
P-0016648-T01-IM6,0.756097561,0.883428337
P-0016691-T01-IM6,0.219512195,0.196279637
P-0016697-T01-IM6,0.170731707,0.284271297
P-0016720-T01-IM6,0.487804878,0.535309033
P-0016724-T01-IM6,0.073170732,0.066520789
P-0016767-T01-IM6,0.292682927,0.302687321
P-0016775-T01-IM6,0.634146341,0.640513488
P-0016782-T01-IM6,0.073170732,0.066134925
P-0016809-T01-IM6,0.097560976,0.068872341
P-0016835-T01-IM6,0.048780488,0.10891
P-0016855-T01-IM6,0.12195122,0.177937018
P-0016875-T01-IM6,0.170731707,0.213104169
P-0016910-T01-IM6,0.43902439,0.503076132
P-0016915-T01-IM6,0.097560976,0.14508814
P-0016918-T01-IM6,0.219512195,0.230018475
P-0016925-T01-IM6,0.658536585,0.681977812
P-0016931-T01-IM6,0.56097561,0.677197877
P-0017044-T01-IM6,0.731707317,0.774209267
P-0017159-T01-IM6,0.097560976,0.075173994
P-0017208-T01-IM6,0.56097561,0.663266096
P-0017241-T01-IM6,0.268292683,0.326599008
P-0017263-T01-IM6,0.341463415,0.360954812
P-0017276-T01-IM6,0.341463415,0.249185766
P-0017285-T01-IM6,0.585365854,0.584047804
P-0017313-T01-IM6,0.56097561,0.508034423
P-0017370-T01-IM6,0.048780488,0.062483617
P-0017414-T01-IM6,0.219512195,0.277209247
P-0017472-T01-IM6,0.56097561,0.621927943
P-0017508-T01-IM6,0.243902439,0.303899569
P-0017599-T01-IM5,0.487804878,0.60931102
P-0017602-T01-IM5,0.658536585,0.666007318
P-0017658-T01-IM5,0.414634146,0.477804661
P-0017678-T01-IM6,0.195121951,0.151033621
P-0017687-T01-IM6,0.536585366,0.581240901
P-0017697-T01-IM6,0.073170732,0.079770332
P-0017712-T01-IM6,0.12195122,0.096368438
P-0017717-T01-IM6,0.512195122,0.66886174
P-0017755-T01-IM6,0.926829268,0.98331092
P-0017766-T01-IM6,0.195121951,0.179527804
P-0017769-T01-IM6,0.585365854,0.662580033
P-0017986-T01-IM6,0,1.23E-04
P-0018028-T01-IM6,0.609756098,0.696811539
P-0018143-T01-IM6,0.170731707,0.289126195
P-0018185-T01-IM6,0.365853659,0.380316346
P-0018188-T01-IM6,0.756097561,0.83137994
P-0018216-T01-IM6,0.317073171,0.320484365
P-0018229-T01-IM6,0.365853659,0.378506416
P-0018277-T01-IM6,0.219512195,0.243079826
P-0018340-T01-IM6,0.585365854,0.60867777
P-0018341-T01-IM6,0.87804878,0.887967101
P-0018371-T01-IM6,0.170731707,0.263215809
P-0018457-T01-IM6,0.219512195,0.240753321
P-0018464-T01-IM6,0.390243902,0.363694517
P-0018541-T01-IM6,0.365853659,0.329271567
P-0018563-T01-IM6,0.12195122,0.073870315
P-0018568-T01-IM6,0.487804878,0.676501368
P-0018580-T01-IM6,0.43902439,0.484502247
P-0018601-T01-IM6,0.926829268,1
P-0018665-T01-IM6,0.048780488,0.184904073
P-0018671-T01-IM6,0.097560976,0.156280323
P-0018673-T01-IM6,0.585365854,0.734452513
P-0018683-T01-IM6,0.487804878,0.496820764
P-0018771-T02-IM6,0.536585366,0.600963962
P-0018782-T01-IM6,0.243902439,0.419094129
P-0018800-T01-IM6,0.317073171,0.346145818
P-0018925-T01-IM6,0.341463415,0.345326187
P-0018927-T01-IM6,0.512195122,0.526204252
P-0018931-T01-IM6,0.780487805,0.844325738
P-0018960-T01-IM6,0.146341463,0.177791643
P-0018986-T01-IM6,0.365853659,0.35446938
P-0019003-T01-IM6,0.829268293,0.892781671
P-0019012-T01-IM6,0.658536585,0.726334663
P-0019027-T01-IM6,0.56097561,0.748007583
P-0019034-T01-IM6,0,0
P-0019036-T01-IM6,0.512195122,0.563427028
P-0019101-T01-IM6,0.512195122,0.616616339
P-0019226-T01-IM6,0.414634146,0.423819804
P-0019240-T01-IM6,0.707317073,0.821703081
P-0019258-T01-IM6,0.268292683,0.297445688
P-0019267-T01-IM6,0.43902439,0.405282201
P-0019271-T01-IM6,0.292682927,0.291338465
P-0019272-T01-IM6,0.487804878,0.582501304
P-0019297-T01-IM6,0.292682927,0.291242959
P-0019316-T01-IM6,0.341463415,0.461342
P-0019351-T01-IM6,0.048780488,0.028926162
P-0019407-T01-IM6,0.707317073,0.736393926
P-0019413-T01-IM6,0.317073171,0.274539031
P-0019417-T01-IM6,0.43902439,0.585795469
P-0019428-T01-IM6,0.048780488,0.056510137
P-0019475-T01-IM6,0.048780488,0.047863813
P-0019540-T01-IM6,0.756097561,0.726429308
P-0019648-T01-IM6,0,3.12E-04
P-0019657-T01-IM6,0.268292683,0.293746672
P-0019691-T01-IM6,0.56097561,0.685317628
P-0019710-T01-IM6,0,0
P-0019717-T01-IM6,0.048780488,0.04188605
P-0019754-T01-IM6,0.487804878,0.559478566
P-0019771-T01-IM6,0.365853659,0.518885812
P-0019916-T01-IM6,0.341463415,0.346185213
P-0019949-T01-IM6,0,2.13E-06
P-0020040-T01-IM6,0.707317073,0.764933011
P-0020047-T01-IM6,0.463414634,0.534175047
P-0020065-T01-IM6,0,0.043042531
P-0020086-T01-IM6,0.43902439,0.622640251
P-0020109-T01-IM6,0.609756098,0.734067485
P-0020113-T01-IM6,0.219512195,0.251409439
P-0020121-T01-IM6,0.536585366,0.521083889
P-0020122-T01-IM6,0.682926829,0.806306525
P-0020140-T02-IM6,0,0.004495272
P-0020146-T01-IM6,0.268292683,0.357350058
P-0020147-T01-IM6,0.292682927,0.345660927
P-0020156-T01-IM6,0.56097561,0.599707231
P-0020167-T01-IM6,0.195121951,0.357619112
P-0020169-T01-IM6,0.341463415,0.413975717
P-0020175-T01-IM6,0.195121951,0.201323666
P-0020226-T01-IM6,0.341463415,0.337176452
P-0020252-T01-IM6,0.048780488,0.051534459
P-0020399-T01-IM6,0.024390244,0.015805195
P-0020422-T01-IM6,0.170731707,0.236153776
P-0020489-T01-IM6,0.219512195,0.199888264
P-0020542-T01-IM6,0.56097561,0.620983992
P-0020591-T01-IM6,0.56097561,0.685475608
P-0020592-T01-IM6,0.463414634,0.504298365
P-0020594-T01-IM6,0.658536585,0.729340034
P-0020649-T01-IM6,0.414634146,0.485037166
P-0020714-T01-IM6,0.365853659,0.594960268
P-0020770-T01-IM6,0.463414634,0.463665058
P-0020835-T01-IM6,0.048780488,0.02127764
P-0020846-T01-IM6,0,0.001421248
P-0020878-T01-IM6,0.146341463,0.110463086
P-0020903-T01-IM6,0.219512195,0.293290217
P-0020965-T01-IM6,0.146341463,0.170026144
P-0020986-T01-IM6,0.609756098,0.695078514
P-0020995-T01-IM6,0.365853659,0.334047115
P-0021004-T01-IM6,0.536585366,0.766963327
P-0021255-T01-IM6,0.609756098,0.728651737
P-0021266-T01-IM6,0.585365854,0.558515542
P-0021304-T01-IM6,0.219512195,0.165559617
P-0021403-T01-IM6,0.43902439,0.609627449
P-0021454-T01-IM6,0.512195122,0.665421174
P-0021471-T01-IM6,0.463414634,0.672575996
P-0021474-T01-IM6,0.512195122,0.617745889
P-0021484-T01-IM6,0.512195122,0.6221355
P-0021503-T01-IM6,0.390243902,0.719387317
P-0021507-T01-IM6,0.609756098,0.635995443
P-0021528-T01-IM6,0.56097561,0.642365716
P-0021532-T01-IM6,0.512195122,0.606647539
P-0021621-T01-IM6,0.170731707,0.277527
P-0021622-T01-IM6,0.512195122,0.520880251
P-0021644-T01-IM6,0,0.003950123
P-0021651-T01-IM6,0.585365854,0.755001407
P-0021756-T01-IM6,0.390243902,0.421148685
P-0021774-T01-IM6,0.682926829,0.731944087
P-0021834-T01-IM6,0.365853659,0.426524945
P-0021841-T01-IM6,0.146341463,0.271061296
P-0021848-T01-IM6,0.634146341,0.639377151
P-0021911-T01-IM6,0.414634146,0.451386531
P-0021915-T01-IM6,0.195121951,0.241537391
P-0021993-T01-IM6,0.56097561,0.730578585
P-0022001-T01-IM6,0.12195122,0.237524878
P-0022034-T01-IM6,0.317073171,0.337546617
P-0022068-T01-IM6,0.634146341,0.586934594
P-0022154-T01-IM6,0.536585366,0.571518549
P-0022441-T01-IM6,0.341463415,0.369133606
P-0022502-T01-IM6,0.268292683,0.296341086
P-0022510-T01-IM6,0.463414634,0.51178291
P-0022520-T01-IM6,0.048780488,0.037575671
P-0022543-T01-IM6,0.243902439,0.320150674
P-0022688-T01-IM6,0.414634146,0.48357195
P-0022703-T01-IM6,0.073170732,0.076595088
P-0022788-T01-IM6,0.658536585,0.823144177
P-0022847-T01-IM6,0.634146341,0.738657896
P-0022952-T01-IM6,0.219512195,0.285530463
P-0022977-T01-IM6,0.024390244,0.059154539
P-0022995-T01-IM6,0.512195122,0.623562444
P-0023015-T01-IM6,0.195121951,0.284815605
P-0023086-T01-IM6,0.390243902,0.403529517
P-0023128-T01-IM6,0.292682927,0.343308012
P-0023138-T01-IM6,0.365853659,0.441703852
P-0023194-T01-IM6,0.146341463,0.166520079
P-0023425-T01-IM6,0.658536585,0.766896655
P-0023450-T01-IM6,0.390243902,0.313134378
P-0023553-T01-IM6,0.585365854,0.539624496
P-0023557-T01-IM6,0.073170732,0.149391747
P-0023603-T01-IM6,0.585365854,0.638007604
P-0023627-T01-IM6,0.292682927,0.413603049
P-0023731-T01-IM6,0.780487805,0.783768973
P-0023749-T01-IM6,0.341463415,0.427249878
P-0023785-T01-IM6,0.536585366,0.635631201
P-0023790-T01-IM6,0.609756098,0.589413547
P-0023896-T01-IM6,0.243902439,0.186868761
P-0023948-T01-IM6,0.219512195,0.254079211
P-0023963-T01-IM6,0.195121951,0.2747963
P-0023966-T01-IM6,0.56097561,0.648040958
P-0024054-T01-IM6,0.219512195,0.18101038
P-0024068-T01-IM6,0.951219512,0.934937756
P-0024084-T01-IM6,0.048780488,0.033144421
P-0024205-T01-IM6,0.487804878,0.47987536
P-0024243-T01-IM6,0.219512195,0.295682453
P-0024263-T01-IM6,0.268292683,0.251327338
P-0024270-T01-IM6,0.12195122,0.107332578
P-0024386-T01-IM6,0.268292683,0.338151658
P-0024419-T01-IM6,0.073170732,0.069315634
P-0024527-T01-IM6,0.12195122,0.122616003
P-0024530-T01-IM6,0.170731707,0.169920574
P-0024544-T01-IM6,0.43902439,0.591690905
P-0024576-T01-IM6,0.097560976,0.104033623
P-0024753-T01-IM6,0.024390244,0.029552192
P-0024795-T01-IM6,0.195121951,0.217169118
P-0024824-T01-IM6,0.414634146,0.47539502
P-0024827-T01-IM6,0.024390244,0.043986489
P-0024866-T01-IM6,0.219512195,0.292174036
P-0025079-T01-IM6,0.219512195,0.2098337
P-0025115-T01-IM6,0.414634146,0.372044336
P-0025120-T01-IM6,0.292682927,0.265214358
P-0025146-T01-IM6,0.317073171,0.420176188
P-0025174-T01-IM6,0.414634146,0.773713375
P-0025224-T01-IM6,0.536585366,0.628903535
P-0025313-T01-IM6,0.195121951,0.199101069
P-0025373-T01-IM6,0.073170732,0.082211797
P-0025394-T01-IM6,0.292682927,0.337944602
P-0025471-T01-IM6,0.390243902,0.415498575
P-0025532-T01-IM6,0.12195122,0.101126474
P-0025544-T01-IM6,0.487804878,0.421702455
P-0025720-T01-IM6,0.146341463,0.216229438
P-0025766-T01-IM6,0,0.001513268
P-0025827-T01-IM6,0.292682927,0.255157198
P-0025888-T01-IM6,0.146341463,0.139050817
P-0026063-T01-IM6,0.341463415,0.268589407
P-0026114-T01-IM6,0.658536585,0.873957378
P-0026160-T01-IM6,0.146341463,0.176490534
P-0026250-T01-IM6,0.512195122,0.49586953
P-0026282-T01-IM6,0.292682927,0.344540926
P-0026298-T01-IM6,0.414634146,0.493149628
P-0026350-T01-IM6,0.512195122,0.694796429
P-0026723-T01-IM6,0.390243902,0.273938382
P-0026892-T01-IM6,0.414634146,0.434204316
P-0026970-T01-IM6,0.634146341,0.722506132
P-0027031-T01-IM6,0.170731707,0.234582324
P-0027041-T01-IM6,0.146341463,0.165212714
P-0027346-T01-IM6,0.243902439,0.316326626
