sample	aneuploidy_score
GENIE-MSK-P-0042620-T01-IM6	0.024390243902439
GENIE-MSK-P-0042621-T01-IM6	0.75609756097561
GENIE-MSK-P-0042622-T01-IM6	0
GENIE-MSK-P-0042623-T01-IM6	0.829268292682927
GENIE-MSK-P-0042624-T01-IM6	0.121951219512195
GENIE-MSK-P-0042625-T01-IM6	0.658536585365854
GENIE-MSK-P-0042626-T01-IM6	0.390243902439024
GENIE-MSK-P-0042626-T02-IM6	0.0975609756097561
GENIE-MSK-P-0042627-T01-IM6	0.121951219512195
GENIE-MSK-P-0042628-T01-IM6	0.585365853658537
GENIE-MSK-P-0042629-T01-IM6	0.317073170731707
GENIE-MSK-P-0042630-T01-IM6	0.853658536585366
GENIE-MSK-P-0042631-T01-IM6	0.341463414634146
GENIE-MSK-P-0042632-T01-IM6	0.682926829268293
GENIE-MSK-P-0042637-T01-IM6	0.658536585365854
GENIE-MSK-P-0042638-T01-IM6	0.536585365853659
GENIE-MSK-P-0042639-T01-IM6	0.0487804878048781
GENIE-MSK-P-0042640-T01-IM6	0.0487804878048781
GENIE-MSK-P-0042641-T01-IM6	0.195121951219512
GENIE-MSK-P-0042642-T01-IM6	0.0487804878048781
GENIE-MSK-P-0042642-T02-IM6	0.170731707317073
GENIE-MSK-P-0042642-T03-IM6	0.121951219512195
GENIE-MSK-P-0042643-T01-IM6	0.439024390243902
GENIE-MSK-P-0042644-T01-IM6	0.024390243902439
GENIE-MSK-P-0042645-T01-IM6	0.48780487804878
GENIE-MSK-P-0042646-T01-IM6	0.0975609756097561
GENIE-MSK-P-0042647-T01-IM6	0.292682926829268
GENIE-MSK-P-0042648-T01-IM6	0.75609756097561
GENIE-MSK-P-0042649-T01-IM6	0.195121951219512
GENIE-MSK-P-0042650-T01-IM6	0.48780487804878
GENIE-MSK-P-0042651-T01-IM6	0.609756097560976
GENIE-MSK-P-0042652-T01-IM6	0.780487804878049
GENIE-MSK-P-0042652-T02-IM7	0.428571428571429
GENIE-MSK-P-0042653-T01-IM6	0.365853658536585
GENIE-MSK-P-0042654-T01-IM6	0.536585365853659
GENIE-MSK-P-0042655-T01-IM6	0.829268292682927
GENIE-MSK-P-0042656-T01-IM6	0.609756097560976
GENIE-MSK-P-0042657-T01-IM6	0.341463414634146
GENIE-MSK-P-0042657-T02-IM6	0.585365853658537
GENIE-MSK-P-0042658-T01-IM6	0.609756097560976
GENIE-MSK-P-0042659-T01-IM6	0.195121951219512
GENIE-MSK-P-0042660-T01-IM6	0
GENIE-MSK-P-0042661-T01-IM6	0.707317073170732
GENIE-MSK-P-0042662-T01-IM6	0.463414634146341
GENIE-MSK-P-0042663-T01-IM6	0.463414634146341
GENIE-MSK-P-0042664-T01-IM6	0.121951219512195
GENIE-MSK-P-0042665-T01-IM6	0.121951219512195
GENIE-MSK-P-0042666-T01-IM6	0.170731707317073
GENIE-MSK-P-0042667-T01-IM6	0.24390243902439
GENIE-MSK-P-0042668-T01-IM6	0
GENIE-MSK-P-0042669-T01-IM6	0.0731707317073171
GENIE-MSK-P-0042670-T01-IM6	0.829268292682927
GENIE-MSK-P-0042670-T03-IM6	0.51219512195122
GENIE-MSK-P-0042671-T01-IM6	0.560975609756098
GENIE-MSK-P-0042672-T01-IM6	0.51219512195122
GENIE-MSK-P-0042673-T01-IM6	0.24390243902439
GENIE-MSK-P-0042674-T01-IM6	0.24390243902439
GENIE-MSK-P-0042675-T01-IM6	0.121951219512195
GENIE-MSK-P-0042676-T01-IM6	0.414634146341463
GENIE-MSK-P-0042677-T01-IM6	0.146341463414634
GENIE-MSK-P-0042678-T01-IM6	0.390243902439024
GENIE-MSK-P-0042679-T01-IM6	0.268292682926829
GENIE-MSK-P-0042680-T01-IM6	0
GENIE-MSK-P-0042681-T01-IM6	0.24390243902439
GENIE-MSK-P-0042681-T03-IM6	0.609756097560976
GENIE-MSK-P-0042682-T01-IM6	0.292682926829268
GENIE-MSK-P-0042683-T01-IM6	0.634146341463415
GENIE-MSK-P-0042684-T01-IH3	0.0487804878048781
GENIE-MSK-P-0042684-T02-IH3	0
GENIE-MSK-P-0042685-T01-IH3	0.463414634146341
GENIE-MSK-P-0042686-T01-IH3	0
GENIE-MSK-P-0042687-T01-IH3	0
GENIE-MSK-P-0042688-T01-IH3	0
GENIE-MSK-P-0042688-T02-IH3	0
GENIE-MSK-P-0042689-T01-IH3	0.24390243902439
GENIE-MSK-P-0042690-T01-IH3	0.024390243902439
GENIE-MSK-P-0042691-T01-IH3	0.682926829268293
GENIE-MSK-P-0042692-T01-IH3	0
GENIE-MSK-P-0042693-T01-IH3	0
GENIE-MSK-P-0042693-T02-IH3	0
GENIE-MSK-P-0042693-T04-IH3	0
GENIE-MSK-P-0042694-T01-IH3	0
GENIE-MSK-P-0042695-T01-IM6	0.0487804878048781
GENIE-MSK-P-0042695-T03-IM7	0.714285714285714
GENIE-MSK-P-0042696-T01-IM6	0
GENIE-MSK-P-0042697-T01-IM6	0.560975609756098
GENIE-MSK-P-0042698-T01-IM6	0.48780487804878
GENIE-MSK-P-0042699-T01-IM6	0.365853658536585
GENIE-MSK-P-0042700-T01-IM6	0.829268292682927
GENIE-MSK-P-0042701-T02-IM6	0.414634146341463
GENIE-MSK-P-0042701-T03-IM6	0.414634146341463
GENIE-MSK-P-0042702-T01-IM6	0
GENIE-MSK-P-0042704-T01-IM6	0.0487804878048781
GENIE-MSK-P-0042705-T01-IM6	0.414634146341463
GENIE-MSK-P-0042706-T01-IM6	0.146341463414634
GENIE-MSK-P-0042706-T02-IM6	0.0731707317073171
GENIE-MSK-P-0042708-T01-IM6	0.390243902439024
GENIE-MSK-P-0042709-T01-IM6	0.121951219512195
GENIE-MSK-P-0042710-T01-IM6	0.390243902439024
GENIE-MSK-P-0042711-T01-IM6	0.292682926829268
GENIE-MSK-P-0042711-T02-IM6	0.219512195121951
GENIE-MSK-P-0042712-T01-IM6	0
GENIE-MSK-P-0042713-T01-IM6	0.560975609756098
GENIE-MSK-P-0042714-T01-IM6	0
GENIE-MSK-P-0042715-T01-IM6	0.0975609756097561
GENIE-MSK-P-0042716-T01-IM6	0.24390243902439
GENIE-MSK-P-0042717-T01-IM6	0.853658536585366
GENIE-MSK-P-0042717-T03-IM6	0.292682926829268
GENIE-MSK-P-0042718-T02-IM6	0
GENIE-MSK-P-0042720-T02-IH3	0
GENIE-MSK-P-0042721-T02-IH3	0
GENIE-MSK-P-0042721-T03-IH3	0
GENIE-MSK-P-0042721-T05-IH3	0.0487804878048781
GENIE-MSK-P-0042721-T08-IH3	0.0487804878048781
GENIE-MSK-P-0042722-T02-IH3	0
GENIE-MSK-P-0042723-T02-IH3	0.0731707317073171
GENIE-MSK-P-0042724-T02-IH3	0
GENIE-MSK-P-0042725-T02-IH3	0
GENIE-MSK-P-0042725-T03-IH3	0
GENIE-MSK-P-0042726-T02-IH3	0.024390243902439
GENIE-MSK-P-0042726-T03-IH3	0
GENIE-MSK-P-0042726-T04-IH3	0.0731707317073171
GENIE-MSK-P-0042726-T06-IH3	0
GENIE-MSK-P-0042726-T07-IH3	0
GENIE-MSK-P-0042726-T08-IH3	0
GENIE-MSK-P-0042726-T10-IH3	0
GENIE-MSK-P-0042727-T04-IH3	0.0487804878048781
GENIE-MSK-P-0042727-T05-IH3	0
GENIE-MSK-P-0042727-T06-IH3	0.024390243902439
GENIE-MSK-P-0042732-T03-IM7	0.976190476190476
GENIE-MSK-P-0042732-T04-IM7	0.761904761904762
GENIE-MSK-P-0042733-T03-IM7	0.761904761904762
GENIE-MSK-P-0042736-T01-IM6	0.75609756097561
GENIE-MSK-P-0042737-T01-IM6	0.0975609756097561
GENIE-MSK-P-0042738-T01-IM6	0.463414634146341
GENIE-MSK-P-0042740-T01-IM6	0.634146341463415
GENIE-MSK-P-0042741-T01-IM6	0.24390243902439
GENIE-MSK-P-0042742-T01-IM6	0
GENIE-MSK-P-0042743-T01-IM6	0.121951219512195
GENIE-MSK-P-0042744-T01-IM6	0.609756097560976
GENIE-MSK-P-0042745-T02-IM6	0.0487804878048781
GENIE-MSK-P-0042746-T01-IM6	0
GENIE-MSK-P-0042748-T01-IM6	0.0731707317073171
GENIE-MSK-P-0042748-T04-IM6	0.0731707317073171
GENIE-MSK-P-0042748-T05-IM7	0.523809523809524
GENIE-MSK-P-0042748-T07-IM7	0.0714285714285714
GENIE-MSK-P-0042750-T01-IM6	0.658536585365854
GENIE-MSK-P-0042752-T01-IH3	0
GENIE-MSK-P-0042753-T01-IH3	0.0975609756097561
GENIE-MSK-P-0042753-T02-IH3	0.0975609756097561
GENIE-MSK-P-0042753-T03-IH3	0.0975609756097561
GENIE-MSK-P-0042753-T04-IH3	0.0975609756097561
GENIE-MSK-P-0042753-T05-IH3	0.268292682926829
GENIE-MSK-P-0042753-T06-IH3	0.0975609756097561
GENIE-MSK-P-0042754-T01-IH3	0
GENIE-MSK-P-0042755-T01-IM6	0.0975609756097561
GENIE-MSK-P-0042756-T01-IM6	0.0487804878048781
GENIE-MSK-P-0042757-T01-IM6	0.48780487804878
GENIE-MSK-P-0042758-T01-IM6	0.365853658536585
GENIE-MSK-P-0042758-T02-IM7	0.119047619047619
GENIE-MSK-P-0042759-T01-IM6	0.439024390243902
GENIE-MSK-P-0042760-T01-IM6	0.170731707317073
GENIE-MSK-P-0042761-T01-IM6	0.658536585365854
GENIE-MSK-P-0042762-T01-IM6	0.0975609756097561
GENIE-MSK-P-0042763-T01-IM6	0.365853658536585
GENIE-MSK-P-0042764-T01-IM6	0.463414634146341
GENIE-MSK-P-0042764-T02-IM6	0.51219512195122
GENIE-MSK-P-0042765-T01-IM6	0.268292682926829
GENIE-MSK-P-0042765-T02-IM6	0.121951219512195
GENIE-MSK-P-0042766-T01-IM6	0.51219512195122
GENIE-MSK-P-0042766-T02-IM6	0.707317073170732
GENIE-MSK-P-0042766-T03-IM6	0.707317073170732
GENIE-MSK-P-0042767-T01-IH3	0
GENIE-MSK-P-0042768-T01-IH3	0.560975609756098
GENIE-MSK-P-0042769-T01-IH3	0
GENIE-MSK-P-0042770-T01-IH3	0
GENIE-MSK-P-0042770-T02-IH3	0
GENIE-MSK-P-0042770-T04-IH3	0
GENIE-MSK-P-0042771-T01-IH3	0.0487804878048781
GENIE-MSK-P-0042771-T02-IH3	0.0487804878048781
GENIE-MSK-P-0042772-T01-IH3	0
GENIE-MSK-P-0042772-T02-IH3	0.219512195121951
GENIE-MSK-P-0042773-T01-IH3	0.121951219512195
GENIE-MSK-P-0042774-T01-IH3	0.365853658536585
GENIE-MSK-P-0042775-T01-IH3	0.390243902439024
GENIE-MSK-P-0042776-T01-IH3	0
GENIE-MSK-P-0042776-T02-IH3	0.195121951219512
GENIE-MSK-P-0042777-T01-IH3	0.121951219512195
GENIE-MSK-P-0042778-T01-IH3	0.439024390243902
GENIE-MSK-P-0042779-T01-IH3	0
GENIE-MSK-P-0042780-T01-IM6	0.292682926829268
GENIE-MSK-P-0042781-T01-IM6	0.51219512195122
GENIE-MSK-P-0042782-T01-IM6	0.121951219512195
GENIE-MSK-P-0042783-T01-IM6	0.0487804878048781
GENIE-MSK-P-0042784-T01-IM6	0.560975609756098
GENIE-MSK-P-0042785-T01-IM6	0.51219512195122
GENIE-MSK-P-0042786-T01-IM6	0.341463414634146
GENIE-MSK-P-0042787-T02-IM6	0.439024390243902
GENIE-MSK-P-0042787-T04-IH3	0
GENIE-MSK-P-0042788-T01-IM6	0.853658536585366
GENIE-MSK-P-0042789-T01-IM6	0.658536585365854
GENIE-MSK-P-0042789-T02-IM6	0.658536585365854
GENIE-MSK-P-0042790-T01-IM6	0.170731707317073
GENIE-MSK-P-0042791-T01-IM6	0.853658536585366
GENIE-MSK-P-0042792-T02-IH3	0
GENIE-MSK-P-0042792-T04-IH3	0
GENIE-MSK-P-0042793-T02-IH3	0.0487804878048781
GENIE-MSK-P-0042794-T02-IH3	0
GENIE-MSK-P-0042795-T02-IM6	0
GENIE-MSK-P-0042796-T02-IM6	0.390243902439024
GENIE-MSK-P-0042797-T02-IM6	0.51219512195122
GENIE-MSK-P-0042797-T03-IM6	0.219512195121951
GENIE-MSK-P-0042798-T02-IM6	0.170731707317073
GENIE-MSK-P-0042799-T01-IM6	0.24390243902439
GENIE-MSK-P-0042800-T01-IM6	0.560975609756098
GENIE-MSK-P-0042801-T01-IM6	0.829268292682927
GENIE-MSK-P-0042801-T02-IM6	0.804878048780488
GENIE-MSK-P-0042802-T01-IM6	0.48780487804878
GENIE-MSK-P-0042803-T01-IM6	0.219512195121951
GENIE-MSK-P-0042804-T01-IM6	0.463414634146341
GENIE-MSK-P-0042805-T01-IM6	0.51219512195122
GENIE-MSK-P-0042806-T01-IM6	0.024390243902439
GENIE-MSK-P-0042807-T01-IM6	0.121951219512195
GENIE-MSK-P-0042807-T02-IM6	0.317073170731707
GENIE-MSK-P-0042807-T03-IM6	0.170731707317073
GENIE-MSK-P-0042808-T01-IM6	0.170731707317073
GENIE-MSK-P-0042809-T01-IM6	0.121951219512195
GENIE-MSK-P-0042809-T02-IM6	0.195121951219512
GENIE-MSK-P-0042810-T01-IM6	0.560975609756098
GENIE-MSK-P-0042811-T01-IM6	0.121951219512195
GENIE-MSK-P-0042811-T02-IM7	0.0714285714285714
GENIE-MSK-P-0042812-T01-IM6	0.341463414634146
GENIE-MSK-P-0042813-T01-IM6	0.51219512195122
GENIE-MSK-P-0042814-T01-IM6	0.878048780487805
GENIE-MSK-P-0042815-T01-IM6	0.146341463414634
GENIE-MSK-P-0042816-T01-IM6	0.146341463414634
GENIE-MSK-P-0042817-T01-IM6	0.51219512195122
GENIE-MSK-P-0042818-T01-IM6	0.560975609756098
GENIE-MSK-P-0042819-T01-IM6	0.0731707317073171
GENIE-MSK-P-0042820-T01-IM6	0.658536585365854
GENIE-MSK-P-0042821-T01-IM6	0.463414634146341
GENIE-MSK-P-0042822-T01-IM6	0.414634146341463
GENIE-MSK-P-0042823-T01-IM6	0.707317073170732
GENIE-MSK-P-0042824-T01-IM6	0.317073170731707
GENIE-MSK-P-0042825-T01-IM6	0.707317073170732
GENIE-MSK-P-0042826-T01-IM6	0.463414634146341
GENIE-MSK-P-0042827-T01-IM6	0.585365853658537
GENIE-MSK-P-0042828-T01-IM6	0.0975609756097561
GENIE-MSK-P-0042829-T01-IM6	0.48780487804878
GENIE-MSK-P-0042830-T01-IM6	0.51219512195122
GENIE-MSK-P-0042831-T01-IM6	0.51219512195122
GENIE-MSK-P-0042832-T01-IM6	0.536585365853659
GENIE-MSK-P-0042833-T01-IM6	0.219512195121951
GENIE-MSK-P-0042834-T01-IM6	0.268292682926829
GENIE-MSK-P-0042835-T02-IM6	0.219512195121951
GENIE-MSK-P-0042835-T03-IM6	0.658536585365854
GENIE-MSK-P-0042836-T02-IH3	0
GENIE-MSK-P-0042837-T02-IH3	0
GENIE-MSK-P-0042837-T03-IH3	0.024390243902439
GENIE-MSK-P-0042838-T01-IH3	0
GENIE-MSK-P-0042839-T01-IH3	0
GENIE-MSK-P-0042840-T01-IH3	0.317073170731707
GENIE-MSK-P-0042840-T02-IH3	0.195121951219512
GENIE-MSK-P-0042840-T03-IH3	0
GENIE-MSK-P-0042841-T01-IH3	0
GENIE-MSK-P-0042842-T01-IH3	0.170731707317073
GENIE-MSK-P-0042843-T01-IH3	0.146341463414634
GENIE-MSK-P-0042844-T02-IH3	0.024390243902439
GENIE-MSK-P-0042845-T02-IH3	0.0975609756097561
GENIE-MSK-P-0042847-T01-IM6	0.878048780487805
GENIE-MSK-P-0042848-T01-IM6	0.195121951219512
GENIE-MSK-P-0042849-T01-IM6	0.780487804878049
GENIE-MSK-P-0042850-T01-IM6	0.170731707317073
GENIE-MSK-P-0042851-T01-IM6	0.121951219512195
GENIE-MSK-P-0042852-T01-IM6	0.804878048780488
GENIE-MSK-P-0042853-T01-IM6	0.707317073170732
GENIE-MSK-P-0042854-T01-IM6	0.51219512195122
GENIE-MSK-P-0042855-T01-IM6	0.463414634146341
GENIE-MSK-P-0042856-T01-IM6	0.268292682926829
GENIE-MSK-P-0042857-T01-IM6	0.0487804878048781
GENIE-MSK-P-0042857-T02-IM7	0.0714285714285714
GENIE-MSK-P-0042859-T01-IM6	0.414634146341463
GENIE-MSK-P-0042860-T01-IM6	0
GENIE-MSK-P-0042861-T01-IM6	0.146341463414634
GENIE-MSK-P-0042862-T01-IM6	0.585365853658537
GENIE-MSK-P-0042863-T01-IM6	0.195121951219512
GENIE-MSK-P-0042864-T01-IM6	0.0487804878048781
GENIE-MSK-P-0042865-T01-IM6	0.0487804878048781
GENIE-MSK-P-0042865-T02-IM6	0
GENIE-MSK-P-0042866-T01-IM6	0.146341463414634
GENIE-MSK-P-0042867-T01-IM6	0.146341463414634
GENIE-MSK-P-0042868-T01-IM6	0.804878048780488
GENIE-MSK-P-0042868-T02-IM6	0.829268292682927
GENIE-MSK-P-0042869-T01-IM6	0.0487804878048781
GENIE-MSK-P-0042870-T01-IM6	0.0975609756097561
GENIE-MSK-P-0042872-T01-IM6	0.170731707317073
GENIE-MSK-P-0042873-T01-IM6	0.219512195121951
GENIE-MSK-P-0042874-T01-IM6	0.268292682926829
GENIE-MSK-P-0042875-T01-IM6	0.804878048780488
GENIE-MSK-P-0042876-T01-IM6	0
GENIE-MSK-P-0042877-T01-IM6	0.195121951219512
GENIE-MSK-P-0042878-T01-IM6	0.75609756097561
GENIE-MSK-P-0042879-T01-IM6	0.341463414634146
GENIE-MSK-P-0042880-T01-IM6	0.0975609756097561
GENIE-MSK-P-0042881-T01-IM6	0.75609756097561
GENIE-MSK-P-0042882-T01-IM6	0.317073170731707
GENIE-MSK-P-0042882-T02-IM6	0.341463414634146
GENIE-MSK-P-0042883-T01-IM6	0.682926829268293
GENIE-MSK-P-0042883-T02-IH3	0.170731707317073
GENIE-MSK-P-0042887-T01-IM6	0.24390243902439
GENIE-MSK-P-0042887-T02-IM6	0.24390243902439
GENIE-MSK-P-0042887-T03-IM6	0
GENIE-MSK-P-0042893-T01-IM6	0.268292682926829
GENIE-MSK-P-0042894-T01-IM6	0.414634146341463
GENIE-MSK-P-0042895-T01-IM6	0.658536585365854
GENIE-MSK-P-0042896-T01-IM6	0.268292682926829
GENIE-MSK-P-0042897-T01-IM6	0.0731707317073171
GENIE-MSK-P-0042898-T02-IM6	0.0487804878048781
GENIE-MSK-P-0042898-T03-IM6	0.219512195121951
GENIE-MSK-P-0042898-T06-IM7	0.476190476190476
GENIE-MSK-P-0042898-T09-IM7	0.523809523809524
GENIE-MSK-P-0042906-T01-IM6	0.195121951219512
GENIE-MSK-P-0042907-T01-IM6	0.0975609756097561
GENIE-MSK-P-0042908-T01-IM6	0.24390243902439
GENIE-MSK-P-0042909-T01-IM6	0.268292682926829
GENIE-MSK-P-0042910-T01-IM6	0.219512195121951
GENIE-MSK-P-0042911-T01-IM6	0.195121951219512
GENIE-MSK-P-0042912-T01-IM6	0.170731707317073
GENIE-MSK-P-0042913-T01-IM6	0.121951219512195
GENIE-MSK-P-0042914-T01-IM6	0.731707317073171
GENIE-MSK-P-0042915-T01-IM6	0.219512195121951
GENIE-MSK-P-0042916-T01-IH3	0.0487804878048781
GENIE-MSK-P-0042917-T01-IH3	0
GENIE-MSK-P-0042918-T01-IH3	0.0975609756097561
GENIE-MSK-P-0042918-T02-IH3	0.0975609756097561
GENIE-MSK-P-0042918-T03-IH3	0.0975609756097561
GENIE-MSK-P-0042919-T01-IH3	0
GENIE-MSK-P-0042920-T01-IH3	0
GENIE-MSK-P-0042927-T01-IH3	0
GENIE-MSK-P-0042930-T01-IM6	0.414634146341463
GENIE-MSK-P-0042931-T01-IM6	0.658536585365854
GENIE-MSK-P-0042932-T01-IM6	0.682926829268293
GENIE-MSK-P-0042933-T01-IM6	0.463414634146341
GENIE-MSK-P-0042934-T01-IM6	0.0731707317073171
GENIE-MSK-P-0042935-T01-IM6	0.0487804878048781
GENIE-MSK-P-0042937-T01-IH3	0
GENIE-MSK-P-0042938-T01-IH3	0.195121951219512
GENIE-MSK-P-0042939-T01-IH3	0
GENIE-MSK-P-0042940-T01-IH3	0
GENIE-MSK-P-0042941-T01-IH3	0
GENIE-MSK-P-0042942-T01-IH3	0
GENIE-MSK-P-0042943-T01-IH3	0.0975609756097561
GENIE-MSK-P-0042943-T02-IH3	0
GENIE-MSK-P-0042943-T03-IH3	0
GENIE-MSK-P-0042943-T04-IH3	0.0487804878048781
GENIE-MSK-P-0042943-T05-IH3	0.0487804878048781
GENIE-MSK-P-0042943-T06-IH3	0.0487804878048781
GENIE-MSK-P-0042943-T07-IH3	0.0487804878048781
GENIE-MSK-P-0042943-T08-IH3	0.0487804878048781
GENIE-MSK-P-0042943-T09-IH3	0.0487804878048781
GENIE-MSK-P-0042945-T02-IH3	0.0487804878048781
GENIE-MSK-P-0042945-T03-IH3	0
GENIE-MSK-P-0042947-T02-IM6	0
GENIE-MSK-P-0042948-T02-IH3	0
GENIE-MSK-P-0042956-T01-IM6	0.341463414634146
GENIE-MSK-P-0042957-T01-IM6	0
GENIE-MSK-P-0042957-T02-IM6	0.024390243902439
GENIE-MSK-P-0042958-T01-IM6	0.0975609756097561
GENIE-MSK-P-0042959-T01-IM6	0
GENIE-MSK-P-0042960-T01-IM6	0.146341463414634
GENIE-MSK-P-0042961-T01-IM6	0.317073170731707
GENIE-MSK-P-0042962-T01-IM6	0.390243902439024
GENIE-MSK-P-0042963-T01-IM6	0.75609756097561
GENIE-MSK-P-0042964-T01-IM6	0.317073170731707
GENIE-MSK-P-0042965-T01-IM6	0
GENIE-MSK-P-0042966-T01-IM6	0.317073170731707
GENIE-MSK-P-0042967-T01-IM6	0
GENIE-MSK-P-0042968-T01-IM6	0.707317073170732
GENIE-MSK-P-0042969-T01-IM6	0.219512195121951
GENIE-MSK-P-0042970-T01-IM6	0.170731707317073
GENIE-MSK-P-0042971-T01-IM6	0.48780487804878
GENIE-MSK-P-0042972-T01-IM6	0.292682926829268
GENIE-MSK-P-0042972-T02-IM6	0.365853658536585
GENIE-MSK-P-0042973-T01-IM6	0
GENIE-MSK-P-0042974-T01-IM6	0.24390243902439
GENIE-MSK-P-0042975-T01-IM6	0.536585365853659
GENIE-MSK-P-0042976-T01-IM6	0.24390243902439
GENIE-MSK-P-0042978-T02-IH3	0
GENIE-MSK-P-0042978-T03-IH3	0
GENIE-MSK-P-0042978-T04-IH3	0
GENIE-MSK-P-0042978-T05-IH3	0
GENIE-MSK-P-0042978-T06-IH3	0
GENIE-MSK-P-0042978-T07-IH3	0
GENIE-MSK-P-0042978-T08-IH3	0
GENIE-MSK-P-0042979-T02-IH3	0.0487804878048781
GENIE-MSK-P-0042979-T03-IH3	0.024390243902439
GENIE-MSK-P-0042979-T06-IH3	0.0487804878048781
GENIE-MSK-P-0042980-T02-IH3	0
GENIE-MSK-P-0042981-T01-IM6	0.390243902439024
GENIE-MSK-P-0042982-T01-IM6	0.536585365853659
GENIE-MSK-P-0042983-T01-IM6	0.439024390243902
GENIE-MSK-P-0042984-T01-IM6	0.24390243902439
GENIE-MSK-P-0042985-T01-IM6	0.0731707317073171
GENIE-MSK-P-0042986-T01-IM6	0.682926829268293
GENIE-MSK-P-0042987-T01-IM6	0.707317073170732
GENIE-MSK-P-0042988-T01-IM6	0
GENIE-MSK-P-0042989-T01-IM6	0
GENIE-MSK-P-0042990-T01-IM6	0.195121951219512
GENIE-MSK-P-0042990-T03-IM7	0.357142857142857
GENIE-MSK-P-0042991-T01-IM6	0.219512195121951
GENIE-MSK-P-0042993-T01-IM6	0.365853658536585
GENIE-MSK-P-0042994-T01-IM6	0.341463414634146
GENIE-MSK-P-0042995-T01-IM6	0.341463414634146
GENIE-MSK-P-0042996-T01-IM6	0.0487804878048781
GENIE-MSK-P-0042997-T01-IM6	0.439024390243902
GENIE-MSK-P-0042998-T01-IM6	0.585365853658537
GENIE-MSK-P-0042998-T02-IM6	0.560975609756098
GENIE-MSK-P-0042998-T03-IM6	0
GENIE-MSK-P-0042999-T01-IM6	0.146341463414634
GENIE-MSK-P-0043000-T02-IM6	0.146341463414634
GENIE-MSK-P-0043001-T01-IM6	0.439024390243902
GENIE-MSK-P-0043002-T01-IM6	0.268292682926829
GENIE-MSK-P-0043003-T01-IM6	0.0975609756097561
GENIE-MSK-P-0043004-T01-IM6	0.195121951219512
GENIE-MSK-P-0043005-T01-IM6	0.024390243902439
GENIE-MSK-P-0043006-T01-IM6	0.317073170731707
GENIE-MSK-P-0043007-T01-IM6	0.121951219512195
GENIE-MSK-P-0043007-T02-IM6	0.0975609756097561
GENIE-MSK-P-0043008-T01-IH3	0
GENIE-MSK-P-0043009-T01-IH3	0
GENIE-MSK-P-0043009-T02-IH3	0
GENIE-MSK-P-0043009-T03-IH3	0
GENIE-MSK-P-0043010-T01-IH3	0.439024390243902
GENIE-MSK-P-0043011-T01-IH3	0
GENIE-MSK-P-0043016-T01-IM6	0.24390243902439
GENIE-MSK-P-0043017-T01-IM6	0
GENIE-MSK-P-0043018-T01-IM6	0.75609756097561
GENIE-MSK-P-0043018-T02-IM6	0.780487804878049
GENIE-MSK-P-0043019-T01-IM6	0.341463414634146
GENIE-MSK-P-0043020-T01-IM6	0.365853658536585
GENIE-MSK-P-0043021-T01-IM6	0
GENIE-MSK-P-0043022-T01-IM6	0.121951219512195
GENIE-MSK-P-0043023-T02-IH3	0
GENIE-MSK-P-0043023-T03-IH3	0
GENIE-MSK-P-0043024-T03-IH3	0
GENIE-MSK-P-0043024-T04-IH3	0
GENIE-MSK-P-0043024-T06-IH3	0
GENIE-MSK-P-0043024-T08-IH3	0
GENIE-MSK-P-0043024-T10-IH3	0
GENIE-MSK-P-0043024-T12-IH3	0
GENIE-MSK-P-0043024-T14-IH3	0
GENIE-MSK-P-0043024-T15-IH3	0
GENIE-MSK-P-0043024-T18-IH3	0
GENIE-MSK-P-0043024-T20-IH3	0
GENIE-MSK-P-0043024-T22-IH3	0
GENIE-MSK-P-0043024-T24-IH3	0
GENIE-MSK-P-0043024-T28-IH3	0.0487804878048781
GENIE-MSK-P-0043027-T02-IM6	0
GENIE-MSK-P-0043028-T02-IH3	0.0487804878048781
GENIE-MSK-P-0043029-T01-IM6	0.292682926829268
GENIE-MSK-P-0043030-T01-IM6	0.439024390243902
GENIE-MSK-P-0043031-T01-IM6	0.48780487804878
GENIE-MSK-P-0043032-T01-IM6	0.634146341463415
GENIE-MSK-P-0043033-T01-IM6	0.024390243902439
GENIE-MSK-P-0043033-T02-IM6	0.0731707317073171
GENIE-MSK-P-0043034-T01-IM6	0.0487804878048781
GENIE-MSK-P-0043035-T01-IM6	0.463414634146341
GENIE-MSK-P-0043035-T02-IM6	0.439024390243902
GENIE-MSK-P-0043036-T01-IM6	0.0487804878048781
GENIE-MSK-P-0043037-T01-IM6	0.560975609756098
GENIE-MSK-P-0043038-T01-IM6	0.707317073170732
GENIE-MSK-P-0043039-T01-IM6	0.268292682926829
GENIE-MSK-P-0043040-T01-IM6	0.024390243902439
GENIE-MSK-P-0043041-T01-IM6	0.0975609756097561
GENIE-MSK-P-0043042-T01-IM6	0
GENIE-MSK-P-0043043-T01-IM6	0.170731707317073
GENIE-MSK-P-0043044-T01-IM6	0.0731707317073171
GENIE-MSK-P-0043045-T01-IM6	0.24390243902439
GENIE-MSK-P-0043046-T01-IM6	0.0731707317073171
GENIE-MSK-P-0043047-T01-IM6	0.268292682926829
GENIE-MSK-P-0043047-T02-IM6	0.536585365853659
GENIE-MSK-P-0043048-T01-IM6	0.414634146341463
GENIE-MSK-P-0043049-T01-IM6	0.146341463414634
GENIE-MSK-P-0043050-T01-IM6	0.0731707317073171
GENIE-MSK-P-0043051-T01-IM6	0.439024390243902
GENIE-MSK-P-0043051-T04-IM7	0.642857142857143
