sample	aneuploidy_score
GENIE-MSK-P-0020991-T01-IM6	0.292682926829268
GENIE-MSK-P-0020992-T01-IM6	0.146341463414634
GENIE-MSK-P-0020993-T01-IM6	0.121951219512195
GENIE-MSK-P-0020994-T01-IM6	0.341463414634146
GENIE-MSK-P-0020994-T02-IM6	0.292682926829268
GENIE-MSK-P-0020994-T03-IM6	0.365853658536585
GENIE-MSK-P-0020995-T01-IM6	0.365853658536585
GENIE-MSK-P-0020997-T01-IM6	0.268292682926829
GENIE-MSK-P-0020998-T01-IM6	0
GENIE-MSK-P-0020998-T02-IM6	0.390243902439024
GENIE-MSK-P-0020999-T01-IM6	0.292682926829268
GENIE-MSK-P-0021000-T01-IM6	0.560975609756098
GENIE-MSK-P-0021001-T01-IM6	0.341463414634146
GENIE-MSK-P-0021002-T01-IM6	0.195121951219512
GENIE-MSK-P-0021003-T01-IM6	0.536585365853659
GENIE-MSK-P-0021004-T01-IM6	0.536585365853659
GENIE-MSK-P-0021005-T01-IM6	0.146341463414634
GENIE-MSK-P-0021006-T01-IM6	0.195121951219512
GENIE-MSK-P-0021007-T01-IM6	0.0731707317073171
GENIE-MSK-P-0021007-T02-IM6	0.731707317073171
GENIE-MSK-P-0021008-T01-IM6	0.804878048780488
GENIE-MSK-P-0021009-T01-IM6	0
GENIE-MSK-P-0021010-T01-IM6	0.731707317073171
GENIE-MSK-P-0021011-T01-IM6	0.634146341463415
GENIE-MSK-P-0021012-T01-IM6	0.0487804878048781
GENIE-MSK-P-0021013-T01-IM6	0.024390243902439
GENIE-MSK-P-0021014-T01-IM6	0.146341463414634
GENIE-MSK-P-0021015-T01-IM6	0.634146341463415
GENIE-MSK-P-0021016-T01-IH3	0.0731707317073171
GENIE-MSK-P-0021017-T01-IH3	0.024390243902439
GENIE-MSK-P-0021018-T01-IH3	0
GENIE-MSK-P-0021018-T02-IM6	0.51219512195122
GENIE-MSK-P-0021019-T01-IH3	0.414634146341463
GENIE-MSK-P-0021020-T01-IH3	0
GENIE-MSK-P-0021021-T01-IH3	0
GENIE-MSK-P-0021022-T01-IM6	0.463414634146341
GENIE-MSK-P-0021023-T01-IM6	0.829268292682927
GENIE-MSK-P-0021024-T01-IM6	0.0487804878048781
GENIE-MSK-P-0021024-T03-IH3	0
GENIE-MSK-P-0021025-T01-IM6	0.024390243902439
GENIE-MSK-P-0021026-T01-IM6	0.0487804878048781
GENIE-MSK-P-0021027-T01-IM6	1
GENIE-MSK-P-0021028-T01-IM6	0.219512195121951
GENIE-MSK-P-0021029-T01-IM6	0
GENIE-MSK-P-0021029-T02-IM7	0.0952380952380952
GENIE-MSK-P-0021029-T03-IM7	0.166666666666667
GENIE-MSK-P-0021030-T01-IM6	0.951219512195122
GENIE-MSK-P-0021031-T01-IM6	0.317073170731707
GENIE-MSK-P-0021032-T01-IM6	0.731707317073171
GENIE-MSK-P-0021033-T01-IM6	0.560975609756098
GENIE-MSK-P-0021033-T03-IM6	0.707317073170732
GENIE-MSK-P-0021034-T01-IM6	0.121951219512195
GENIE-MSK-P-0021035-T01-IM6	0.390243902439024
GENIE-MSK-P-0021036-T01-IM6	0.878048780487805
GENIE-MSK-P-0021037-T01-IM6	0.219512195121951
GENIE-MSK-P-0021038-T01-IM6	0.268292682926829
GENIE-MSK-P-0021039-T01-IM6	0.414634146341463
GENIE-MSK-P-0021039-T02-IM6	0.536585365853659
GENIE-MSK-P-0021040-T01-IM6	0.0731707317073171
GENIE-MSK-P-0021041-T01-IM6	0.731707317073171
GENIE-MSK-P-0021042-T01-IM6	0.219512195121951
GENIE-MSK-P-0021043-T01-IM6	0.219512195121951
GENIE-MSK-P-0021044-T01-IM6	0.414634146341463
GENIE-MSK-P-0021044-T02-IM7	0.476190476190476
GENIE-MSK-P-0021045-T01-IM6	0.439024390243902
GENIE-MSK-P-0021045-T02-IM6	0.804878048780488
GENIE-MSK-P-0021046-T01-IM6	0.121951219512195
GENIE-MSK-P-0021047-T01-IM6	0.0487804878048781
GENIE-MSK-P-0021048-T01-IM6	0
GENIE-MSK-P-0021049-T01-IM6	0.219512195121951
GENIE-MSK-P-0021050-T01-IM6	0.0975609756097561
GENIE-MSK-P-0021051-T01-IM6	0.439024390243902
GENIE-MSK-P-0021052-T01-IM6	0.146341463414634
GENIE-MSK-P-0021052-T02-IM6	0.146341463414634
GENIE-MSK-P-0021053-T01-IM6	0.51219512195122
GENIE-MSK-P-0021054-T01-IM6	0.24390243902439
GENIE-MSK-P-0021055-T01-IM6	0.024390243902439
GENIE-MSK-P-0021056-T01-IM6	0.658536585365854
GENIE-MSK-P-0021057-T01-IM6	0.146341463414634
GENIE-MSK-P-0021058-T01-IM6	0.121951219512195
GENIE-MSK-P-0021059-T01-IM6	0.219512195121951
GENIE-MSK-P-0021060-T01-IM6	0.48780487804878
GENIE-MSK-P-0021060-T02-IM6	0.146341463414634
GENIE-MSK-P-0021061-T01-IM6	0.121951219512195
GENIE-MSK-P-0021062-T01-IM6	0
GENIE-MSK-P-0021063-T01-IM6	0.585365853658537
GENIE-MSK-P-0021064-T01-IM6	0.536585365853659
GENIE-MSK-P-0021065-T01-IM6	0.0487804878048781
GENIE-MSK-P-0021066-T01-IM6	0.24390243902439
GENIE-MSK-P-0021067-T01-IM6	0.195121951219512
GENIE-MSK-P-0021067-T03-IM6	0.268292682926829
GENIE-MSK-P-0021068-T01-IM6	0.51219512195122
GENIE-MSK-P-0021069-T01-IM6	0.292682926829268
GENIE-MSK-P-0021070-T01-IM6	0.121951219512195
GENIE-MSK-P-0021071-T01-IM6	0.170731707317073
GENIE-MSK-P-0021072-T01-IM6	0.439024390243902
GENIE-MSK-P-0021073-T01-IM6	0.463414634146341
GENIE-MSK-P-0021074-T01-IM6	0.390243902439024
GENIE-MSK-P-0021075-T01-IM6	0.146341463414634
GENIE-MSK-P-0021076-T01-IM6	0.317073170731707
GENIE-MSK-P-0021076-T02-IM6	0
GENIE-MSK-P-0021077-T01-IM6	0
GENIE-MSK-P-0021078-T01-IM6	0.268292682926829
GENIE-MSK-P-0021079-T01-IM6	0.146341463414634
GENIE-MSK-P-0021080-T01-IM6	0.24390243902439
GENIE-MSK-P-0021081-T01-IM6	0.658536585365854
GENIE-MSK-P-0021082-T01-IM6	0.365853658536585
GENIE-MSK-P-0021083-T01-IM6	0.024390243902439
GENIE-MSK-P-0021084-T07-IH3	0
GENIE-MSK-P-0021084-T08-IH3	0
GENIE-MSK-P-0021087-T01-IM6	0.024390243902439
GENIE-MSK-P-0021088-T01-IM6	0.536585365853659
GENIE-MSK-P-0021089-T01-IM6	0
GENIE-MSK-P-0021090-T01-IM6	0
GENIE-MSK-P-0021091-T01-IM6	0.146341463414634
GENIE-MSK-P-0021092-T01-IM6	0.707317073170732
GENIE-MSK-P-0021093-T01-IM6	0.51219512195122
GENIE-MSK-P-0021094-T01-IM6	0.0487804878048781
GENIE-MSK-P-0021095-T01-IM6	0.268292682926829
GENIE-MSK-P-0021095-T02-IM6	0.365853658536585
GENIE-MSK-P-0021096-T01-IM6	0.170731707317073
GENIE-MSK-P-0021098-T01-IM6	0
GENIE-MSK-P-0021099-T01-IM6	0.024390243902439
GENIE-MSK-P-0021100-T01-IM6	0.463414634146341
GENIE-MSK-P-0021101-T01-IM6	0.0487804878048781
GENIE-MSK-P-0021102-T01-IM6	0.0487804878048781
GENIE-MSK-P-0021103-T01-IM6	0.317073170731707
GENIE-MSK-P-0021104-T01-IM6	0.24390243902439
GENIE-MSK-P-0021104-T02-IM6	0.146341463414634
GENIE-MSK-P-0021105-T01-IM6	0.170731707317073
GENIE-MSK-P-0021106-T01-IM6	0.390243902439024
GENIE-MSK-P-0021107-T01-IM6	0.146341463414634
GENIE-MSK-P-0021108-T01-IM6	0.341463414634146
GENIE-MSK-P-0021109-T01-IM6	0.0975609756097561
GENIE-MSK-P-0021110-T01-IM6	0.170731707317073
GENIE-MSK-P-0021111-T01-IM6	0.24390243902439
GENIE-MSK-P-0021112-T01-IM6	0.439024390243902
GENIE-MSK-P-0021112-T03-IM6	0
GENIE-MSK-P-0021113-T01-IM6	0.170731707317073
GENIE-MSK-P-0021114-T01-IM6	0.780487804878049
GENIE-MSK-P-0021115-T01-IM6	0.024390243902439
GENIE-MSK-P-0021116-T01-IM6	0.317073170731707
GENIE-MSK-P-0021117-T01-IM6	0.0487804878048781
GENIE-MSK-P-0021117-T02-IM6	0.0487804878048781
GENIE-MSK-P-0021118-T01-IM6	0.24390243902439
GENIE-MSK-P-0021119-T01-IM6	0.219512195121951
GENIE-MSK-P-0021120-T01-IM6	0.560975609756098
GENIE-MSK-P-0021121-T01-IM6	0.317073170731707
GENIE-MSK-P-0021122-T01-IM6	0.195121951219512
GENIE-MSK-P-0021123-T01-IM6	0.0975609756097561
GENIE-MSK-P-0021124-T01-IM6	0.707317073170732
GENIE-MSK-P-0021124-T03-IM6	0.682926829268293
GENIE-MSK-P-0021124-T04-IM6	0.707317073170732
GENIE-MSK-P-0021124-T06-IM6	0.707317073170732
GENIE-MSK-P-0021124-T07-IM7	0.69047619047619
GENIE-MSK-P-0021125-T01-IM6	0.463414634146341
GENIE-MSK-P-0021126-T01-IM6	0.731707317073171
GENIE-MSK-P-0021127-T01-IM6	0.317073170731707
GENIE-MSK-P-0021128-T01-IM6	0.24390243902439
GENIE-MSK-P-0021129-T01-IM6	0.780487804878049
GENIE-MSK-P-0021130-T05-IH3	0
GENIE-MSK-P-0021130-T06-IH3	0
GENIE-MSK-P-0021130-T07-IH3	0.195121951219512
GENIE-MSK-P-0021130-T08-IH3	0
GENIE-MSK-P-0021130-T09-IH3	0
GENIE-MSK-P-0021130-T10-IH3	0
GENIE-MSK-P-0021130-T11-IH3	0
GENIE-MSK-P-0021130-T12-IH3	0
GENIE-MSK-P-0021130-T13-IH3	0
GENIE-MSK-P-0021132-T03-IH3	0
GENIE-MSK-P-0021135-T02-IM6	0.536585365853659
GENIE-MSK-P-0021139-T08-IH3	0.0487804878048781
GENIE-MSK-P-0021139-T09-IH3	0.0487804878048781
GENIE-MSK-P-0021139-T10-IH3	0.0487804878048781
GENIE-MSK-P-0021139-T11-IH3	0.0487804878048781
GENIE-MSK-P-0021144-T02-IH3	0
GENIE-MSK-P-0021146-T07-IH3	0.0487804878048781
GENIE-MSK-P-0021146-T08-IH3	0.0487804878048781
GENIE-MSK-P-0021146-T09-IH3	0.0487804878048781
GENIE-MSK-P-0021146-T10-IH3	0.0487804878048781
GENIE-MSK-P-0021147-T01-IM6	0.560975609756098
GENIE-MSK-P-0021148-T01-IM6	0.317073170731707
GENIE-MSK-P-0021149-T01-IM6	0.609756097560976
GENIE-MSK-P-0021149-T02-IM6	0.560975609756098
GENIE-MSK-P-0021150-T01-IM6	0.0731707317073171
GENIE-MSK-P-0021151-T01-IM6	0
GENIE-MSK-P-0021152-T01-IM6	0.219512195121951
GENIE-MSK-P-0021153-T01-IM6	0.195121951219512
GENIE-MSK-P-0021154-T01-IM6	0.024390243902439
GENIE-MSK-P-0021155-T01-IM6	0.780487804878049
GENIE-MSK-P-0021156-T01-IM6	0.121951219512195
GENIE-MSK-P-0021156-T02-IM6	0.219512195121951
GENIE-MSK-P-0021156-T03-IM6	0.634146341463415
GENIE-MSK-P-0021157-T01-IM6	0.121951219512195
GENIE-MSK-P-0021158-T01-IM6	0.195121951219512
GENIE-MSK-P-0021159-T01-IM6	0
GENIE-MSK-P-0021162-T03-IH3	0
GENIE-MSK-P-0021165-T01-IM6	0.658536585365854
GENIE-MSK-P-0021166-T01-IM6	0.902439024390244
GENIE-MSK-P-0021167-T01-IM6	0
GENIE-MSK-P-0021167-T02-IM6	0
GENIE-MSK-P-0021168-T01-IM6	0.658536585365854
GENIE-MSK-P-0021169-T01-IM6	0.195121951219512
GENIE-MSK-P-0021170-T02-IM6	0.48780487804878
GENIE-MSK-P-0021170-T03-IM6	0.365853658536585
GENIE-MSK-P-0021171-T02-IH3	0
GENIE-MSK-P-0021172-T01-IM6	0.146341463414634
GENIE-MSK-P-0021172-T02-IM6	0
GENIE-MSK-P-0021173-T01-IM6	0.48780487804878
GENIE-MSK-P-0021174-T01-IM6	0.878048780487805
GENIE-MSK-P-0021175-T01-IM6	0.414634146341463
GENIE-MSK-P-0021176-T01-IM6	0.219512195121951
GENIE-MSK-P-0021177-T01-IM6	0.0731707317073171
GENIE-MSK-P-0021177-T02-IM6	0.51219512195122
GENIE-MSK-P-0021178-T01-IM6	0.195121951219512
GENIE-MSK-P-0021179-T01-IM6	0.780487804878049
GENIE-MSK-P-0021180-T01-IM6	0.146341463414634
GENIE-MSK-P-0021181-T01-IM6	0.0731707317073171
GENIE-MSK-P-0021182-T01-IM6	0.195121951219512
GENIE-MSK-P-0021183-T01-IM6	0.219512195121951
GENIE-MSK-P-0021184-T01-IM6	0.219512195121951
GENIE-MSK-P-0021185-T03-IH3	0
GENIE-MSK-P-0021186-T03-IH3	0.0975609756097561
GENIE-MSK-P-0021188-T02-IH3	0
GENIE-MSK-P-0021188-T03-IH3	0.0487804878048781
GENIE-MSK-P-0021188-T08-IH3	0.0487804878048781
GENIE-MSK-P-0021189-T01-IM6	0.195121951219512
GENIE-MSK-P-0021190-T01-IM6	0.536585365853659
GENIE-MSK-P-0021191-T01-IM6	0.0487804878048781
GENIE-MSK-P-0021191-T03-IM6	0
GENIE-MSK-P-0021192-T01-IM6	0.268292682926829
GENIE-MSK-P-0021193-T01-IM6	0.682926829268293
GENIE-MSK-P-0021194-T01-IM6	0.317073170731707
GENIE-MSK-P-0021195-T01-IM6	0.878048780487805
GENIE-MSK-P-0021196-T01-IM6	0.414634146341463
GENIE-MSK-P-0021197-T01-IM6	0.170731707317073
GENIE-MSK-P-0021197-T02-IH3	0
GENIE-MSK-P-0021198-T01-IM6	0.341463414634146
GENIE-MSK-P-0021199-T01-IM6	0.170731707317073
GENIE-MSK-P-0021199-T02-IM6	0.292682926829268
GENIE-MSK-P-0021199-T03-IH3	0
GENIE-MSK-P-0021200-T01-IM6	0.634146341463415
GENIE-MSK-P-0021201-T01-IM6	0.292682926829268
GENIE-MSK-P-0021202-T01-IM6	0.024390243902439
GENIE-MSK-P-0021203-T01-IM6	0.0975609756097561
GENIE-MSK-P-0021204-T01-IM6	0.414634146341463
GENIE-MSK-P-0021205-T01-IM6	0.24390243902439
GENIE-MSK-P-0021206-T01-IM6	0.75609756097561
GENIE-MSK-P-0021207-T01-IM6	0.439024390243902
GENIE-MSK-P-0021208-T01-IM6	0
GENIE-MSK-P-0021209-T01-IM6	0.439024390243902
GENIE-MSK-P-0021210-T01-IM6	0.24390243902439
GENIE-MSK-P-0021211-T01-IM6	0.341463414634146
GENIE-MSK-P-0021212-T01-IM6	0.24390243902439
GENIE-MSK-P-0021217-T01-IM6	0.195121951219512
GENIE-MSK-P-0021218-T01-IM6	0.609756097560976
GENIE-MSK-P-0021219-T01-IM6	0.560975609756098
GENIE-MSK-P-0021220-T01-IM6	0.219512195121951
GENIE-MSK-P-0021221-T01-IM6	0.292682926829268
GENIE-MSK-P-0021221-T02-IM6	0.365853658536585
GENIE-MSK-P-0021222-T01-IM6	0.975609756097561
GENIE-MSK-P-0021223-T01-IM6	0.536585365853659
GENIE-MSK-P-0021224-T01-IM6	0.707317073170732
GENIE-MSK-P-0021225-T01-IM6	0.146341463414634
GENIE-MSK-P-0021226-T01-IM6	0.0487804878048781
GENIE-MSK-P-0021227-T01-IM6	0.024390243902439
GENIE-MSK-P-0021228-T01-IM6	0.24390243902439
GENIE-MSK-P-0021229-T01-IM6	0.0731707317073171
GENIE-MSK-P-0021229-T03-IM7	0.80952380952381
GENIE-MSK-P-0021230-T01-IM6	0.317073170731707
GENIE-MSK-P-0021231-T01-IM6	0.414634146341463
GENIE-MSK-P-0021232-T01-IM6	0.51219512195122
GENIE-MSK-P-0021233-T01-IM6	0.121951219512195
GENIE-MSK-P-0021234-T01-IM6	0.0975609756097561
GENIE-MSK-P-0021235-T01-IM6	0.365853658536585
GENIE-MSK-P-0021236-T01-IM6	0.195121951219512
GENIE-MSK-P-0021237-T01-IM6	0.0731707317073171
GENIE-MSK-P-0021238-T01-IM6	0.170731707317073
GENIE-MSK-P-0021239-T01-IM6	0.146341463414634
GENIE-MSK-P-0021240-T01-IM6	0.951219512195122
GENIE-MSK-P-0021241-T01-IM6	0.146341463414634
GENIE-MSK-P-0021242-T01-IM6	0.146341463414634
GENIE-MSK-P-0021242-T02-IM6	0.170731707317073
GENIE-MSK-P-0021242-T03-IM6	0.414634146341463
GENIE-MSK-P-0021243-T01-IM6	0.536585365853659
GENIE-MSK-P-0021245-T03-IH3	0
GENIE-MSK-P-0021249-T01-IM6	0.902439024390244
GENIE-MSK-P-0021250-T01-IM6	0.219512195121951
GENIE-MSK-P-0021251-T01-IM6	0.707317073170732
GENIE-MSK-P-0021253-T01-IM6	0.0975609756097561
GENIE-MSK-P-0021254-T01-IM6	0.0975609756097561
GENIE-MSK-P-0021255-T01-IM6	0.609756097560976
GENIE-MSK-P-0021256-T01-IM6	0
GENIE-MSK-P-0021257-T01-IM6	0.24390243902439
GENIE-MSK-P-0021258-T01-IM6	0.853658536585366
GENIE-MSK-P-0021259-T01-IM6	0.365853658536585
GENIE-MSK-P-0021260-T01-IM6	0.0975609756097561
GENIE-MSK-P-0021261-T01-IM6	0.195121951219512
GENIE-MSK-P-0021262-T01-IM6	0.170731707317073
GENIE-MSK-P-0021263-T01-IM6	0.0487804878048781
GENIE-MSK-P-0021264-T01-IM6	0.439024390243902
GENIE-MSK-P-0021265-T01-IM6	0.414634146341463
GENIE-MSK-P-0021266-T01-IM6	0.585365853658537
GENIE-MSK-P-0021267-T01-IM6	0.24390243902439
GENIE-MSK-P-0021268-T01-IM6	0.317073170731707
GENIE-MSK-P-0021269-T01-IM6	0.0731707317073171
GENIE-MSK-P-0021270-T01-IM6	0.634146341463415
GENIE-MSK-P-0021271-T01-IM6	0.0487804878048781
GENIE-MSK-P-0021271-T02-IM6	0.195121951219512
GENIE-MSK-P-0021272-T01-IM6	0.658536585365854
GENIE-MSK-P-0021273-T01-IM6	0.463414634146341
GENIE-MSK-P-0021274-T01-IM6	0.121951219512195
GENIE-MSK-P-0021275-T01-IH3	0
GENIE-MSK-P-0021276-T01-IH3	0.0975609756097561
GENIE-MSK-P-0021277-T01-IH3	0.219512195121951
GENIE-MSK-P-0021278-T01-IH3	0
GENIE-MSK-P-0021281-T01-IM6	0.268292682926829
GENIE-MSK-P-0021282-T01-IM6	0.0731707317073171
GENIE-MSK-P-0021283-T01-IM6	0.0487804878048781
GENIE-MSK-P-0021284-T01-IM6	0.0975609756097561
GENIE-MSK-P-0021285-T01-IM6	0.0975609756097561
GENIE-MSK-P-0021285-T02-IM6	0.024390243902439
GENIE-MSK-P-0021286-T01-IM6	0.731707317073171
GENIE-MSK-P-0021287-T01-IM6	0.390243902439024
GENIE-MSK-P-0021288-T01-IM6	0.0487804878048781
GENIE-MSK-P-0021289-T01-IM6	0.439024390243902
GENIE-MSK-P-0021290-T01-IM6	0.365853658536585
GENIE-MSK-P-0021291-T01-IM6	0.463414634146341
GENIE-MSK-P-0021292-T01-IM6	0
GENIE-MSK-P-0021293-T01-IM6	0.317073170731707
GENIE-MSK-P-0021294-T01-IM6	0.0487804878048781
GENIE-MSK-P-0021295-T01-IM6	0.707317073170732
GENIE-MSK-P-0021295-T02-IM6	0.365853658536585
GENIE-MSK-P-0021295-T04-IM6	0.658536585365854
GENIE-MSK-P-0021296-T01-IM6	0.390243902439024
GENIE-MSK-P-0021297-T01-IM6	0.609756097560976
GENIE-MSK-P-0021298-T01-IM6	0.024390243902439
GENIE-MSK-P-0021299-T01-IM6	0.024390243902439
GENIE-MSK-P-0021299-T02-IM7	0
GENIE-MSK-P-0021301-T01-IM6	0.0975609756097561
GENIE-MSK-P-0021302-T01-IM6	0.0487804878048781
GENIE-MSK-P-0021303-T01-IM6	0.609756097560976
GENIE-MSK-P-0021304-T01-IM6	0.219512195121951
GENIE-MSK-P-0021308-T02-IH3	0.0487804878048781
GENIE-MSK-P-0021309-T03-IH3	0
GENIE-MSK-P-0021310-T01-IM6	0.560975609756098
GENIE-MSK-P-0021311-T01-IM6	0.0487804878048781
GENIE-MSK-P-0021312-T01-IM6	0.195121951219512
GENIE-MSK-P-0021313-T01-IM6	0
GENIE-MSK-P-0021314-T01-IM6	0.707317073170732
GENIE-MSK-P-0021315-T01-IM6	0.390243902439024
GENIE-MSK-P-0021316-T01-IM6	0
GENIE-MSK-P-0021317-T01-IM6	0.292682926829268
GENIE-MSK-P-0021317-T02-IM6	0
GENIE-MSK-P-0021318-T01-IM6	0.292682926829268
GENIE-MSK-P-0021319-T01-IM6	0.121951219512195
GENIE-MSK-P-0021320-T01-IM6	0.146341463414634
GENIE-MSK-P-0021321-T01-IM6	0.634146341463415
GENIE-MSK-P-0021322-T01-IM6	0.0487804878048781
GENIE-MSK-P-0021322-T02-IM6	0.0487804878048781
GENIE-MSK-P-0021323-T01-IM6	0.439024390243902
GENIE-MSK-P-0021324-T01-IM6	0.0731707317073171
GENIE-MSK-P-0021325-T01-IM6	0.390243902439024
GENIE-MSK-P-0021326-T01-IM6	0.0731707317073171
GENIE-MSK-P-0021327-T01-IM6	0.219512195121951
GENIE-MSK-P-0021328-T01-IM6	0.219512195121951
GENIE-MSK-P-0021328-T02-IM6	0.0975609756097561
GENIE-MSK-P-0021329-T01-IM6	0.0487804878048781
GENIE-MSK-P-0021330-T01-IM6	0.24390243902439
GENIE-MSK-P-0021330-T02-IM6	0.634146341463415
GENIE-MSK-P-0021331-T01-IM6	0.195121951219512
GENIE-MSK-P-0021332-T01-IM6	0.219512195121951
GENIE-MSK-P-0021333-T01-IM6	0.560975609756098
GENIE-MSK-P-0021334-T01-IM6	0.195121951219512
GENIE-MSK-P-0021336-T04-IH3	0
GENIE-MSK-P-0021336-T05-IH3	0.0487804878048781
GENIE-MSK-P-0021336-T06-IH3	0.0487804878048781
GENIE-MSK-P-0021336-T07-IH3	0.0487804878048781
GENIE-MSK-P-0021336-T08-IH3	0.0487804878048781
GENIE-MSK-P-0021338-T03-IH3	0
GENIE-MSK-P-0021341-T01-IM6	0.170731707317073
GENIE-MSK-P-0021342-T01-IM6	0.414634146341463
GENIE-MSK-P-0021343-T01-IM6	0.609756097560976
GENIE-MSK-P-0021344-T01-IM6	0.365853658536585
GENIE-MSK-P-0021345-T01-IM6	0.146341463414634
GENIE-MSK-P-0021346-T01-IM6	0
GENIE-MSK-P-0021347-T01-IM6	0.146341463414634
GENIE-MSK-P-0021348-T01-IM6	0.634146341463415
GENIE-MSK-P-0021349-T01-IM6	0.878048780487805
GENIE-MSK-P-0021350-T01-IM6	0.317073170731707
GENIE-MSK-P-0021351-T01-IM6	0.536585365853659
GENIE-MSK-P-0021352-T01-IM6	0.414634146341463
GENIE-MSK-P-0021353-T01-IM6	0.707317073170732
GENIE-MSK-P-0021354-T01-IM6	0.317073170731707
GENIE-MSK-P-0021355-T01-IM6	0.195121951219512
GENIE-MSK-P-0021356-T01-IM6	0.0731707317073171
GENIE-MSK-P-0021357-T01-IM6	0
GENIE-MSK-P-0021358-T01-IM6	0.414634146341463
GENIE-MSK-P-0021358-T03-IM6	0.634146341463415
GENIE-MSK-P-0021359-T01-IM6	0.121951219512195
GENIE-MSK-P-0021360-T01-IM6	0.75609756097561
GENIE-MSK-P-0021361-T01-IM6	0.390243902439024
GENIE-MSK-P-0021362-T01-IM6	0.585365853658537
GENIE-MSK-P-0021363-T01-IM6	1
GENIE-MSK-P-0021365-T01-IM6	0.195121951219512
GENIE-MSK-P-0021366-T01-IM6	0.731707317073171
GENIE-MSK-P-0021367-T01-IM6	0.0487804878048781
GENIE-MSK-P-0021368-T01-IM6	0.780487804878049
GENIE-MSK-P-0021369-T01-IM6	0
GENIE-MSK-P-0021370-T01-IM6	0.0487804878048781
GENIE-MSK-P-0021371-T01-IM6	0.0731707317073171
GENIE-MSK-P-0021372-T01-IM6	0.463414634146341
GENIE-MSK-P-0021373-T01-IM6	0.024390243902439
GENIE-MSK-P-0021374-T01-IM6	0.658536585365854
GENIE-MSK-P-0021375-T01-IM6	0.463414634146341
GENIE-MSK-P-0021376-T01-IM6	0.024390243902439
GENIE-MSK-P-0021377-T01-IM6	0.341463414634146
GENIE-MSK-P-0021378-T01-IM6	0.292682926829268
GENIE-MSK-P-0021379-T01-IM6	0.341463414634146
GENIE-MSK-P-0021380-T02-IH3	0
GENIE-MSK-P-0021381-T01-IM6	0.634146341463415
GENIE-MSK-P-0021382-T01-IM6	0.0487804878048781
GENIE-MSK-P-0021383-T01-IM6	0.463414634146341
GENIE-MSK-P-0021384-T01-IM6	0.0975609756097561
GENIE-MSK-P-0021385-T01-IM6	0.365853658536585
GENIE-MSK-P-0021386-T01-IM6	0.024390243902439
GENIE-MSK-P-0021387-T01-IM6	0.195121951219512
GENIE-MSK-P-0021388-T01-IM6	0.195121951219512
GENIE-MSK-P-0021389-T01-IM6	0.317073170731707
GENIE-MSK-P-0021390-T01-IM6	0.780487804878049
GENIE-MSK-P-0021390-T02-IM6	0.560975609756098
GENIE-MSK-P-0021391-T01-IM6	0.024390243902439
GENIE-MSK-P-0021392-T01-IM6	0.24390243902439
GENIE-MSK-P-0021392-T03-IH3	0
GENIE-MSK-P-0021392-T04-IH3	0.0487804878048781
GENIE-MSK-P-0021392-T05-IH3	0
GENIE-MSK-P-0021393-T01-IM6	0.219512195121951
GENIE-MSK-P-0021394-T01-IM6	0.170731707317073
GENIE-MSK-P-0021395-T01-IM6	0.341463414634146
GENIE-MSK-P-0021395-T02-IM6	0.560975609756098
GENIE-MSK-P-0021396-T01-IM6	0.0487804878048781
GENIE-MSK-P-0021397-T01-IM6	0.341463414634146
GENIE-MSK-P-0021399-T01-IM6	0.170731707317073
GENIE-MSK-P-0021400-T01-IM6	0.0487804878048781
GENIE-MSK-P-0021401-T01-IM6	0.585365853658537
GENIE-MSK-P-0021402-T01-IM6	0.682926829268293
GENIE-MSK-P-0021403-T01-IM6	0.439024390243902
GENIE-MSK-P-0021404-T01-IM6	0.24390243902439
GENIE-MSK-P-0021405-T02-IM6	0.292682926829268
GENIE-MSK-P-0021406-T01-IM6	0
GENIE-MSK-P-0021407-T01-IM6	0.585365853658537
GENIE-MSK-P-0021408-T01-IM6	0.121951219512195
GENIE-MSK-P-0021409-T01-IM6	0.48780487804878
GENIE-MSK-P-0021409-T02-IM6	0.365853658536585
GENIE-MSK-P-0021410-T01-IM6	0
GENIE-MSK-P-0021410-T02-IM6	0
GENIE-MSK-P-0021411-T01-IM6	0.585365853658537
GENIE-MSK-P-0021413-T02-IH3	0
GENIE-MSK-P-0021415-T02-IH3	0
GENIE-MSK-P-0021416-T02-IH3	0.0487804878048781
GENIE-MSK-P-0021416-T03-IH3	0
GENIE-MSK-P-0021416-T04-IH3	0
GENIE-MSK-P-0021418-T01-IM6	0.585365853658537
GENIE-MSK-P-0021419-T01-IM6	0.341463414634146
GENIE-MSK-P-0021419-T03-IM6	0.390243902439024
GENIE-MSK-P-0021420-T01-IM6	0.292682926829268
GENIE-MSK-P-0021421-T01-IM6	0.341463414634146
GENIE-MSK-P-0021422-T01-IM6	0.365853658536585
GENIE-MSK-P-0021422-T02-IM6	0.24390243902439
GENIE-MSK-P-0021423-T01-IM6	0.731707317073171
GENIE-MSK-P-0021424-T01-IM6	0.24390243902439
GENIE-MSK-P-0021425-T01-IM6	0.731707317073171
GENIE-MSK-P-0021426-T01-IM6	0.170731707317073
GENIE-MSK-P-0021427-T01-IM6	0.121951219512195
GENIE-MSK-P-0021428-T01-IM6	0.219512195121951
GENIE-MSK-P-0021429-T01-IM6	0.121951219512195
GENIE-MSK-P-0021430-T01-IM6	0.292682926829268
